	Unnamed: 0	sentences	label
24	24	Hy was al dood, geloof ik, toen hy ons vertelde dat myn vader myn beste vrind was--ik hield meer van Pauweltje Winser, die naast ons woonde in de Batavierstraat--en dat myn kleine hond zoo dankbaar was.	droogstoppel
25	25	We hielden geen honden, omdat ze zoo onzindelyk zyn.	droogstoppel
26	26	 Alles leugens!	droogstoppel
27	27	Zoo gaat dan de opvoeding voort.	droogstoppel
28	28	Het nieuwe zusjen is van de groenvrouw gekomen in een groote kool.	droogstoppel
29	29	Alle Hollanders zyn dapper en edelmoedig.	droogstoppel
30	30	De Romeinen waren bly dat de Batavieren hen lieten leven.	droogstoppel
31	31	De Bey van Tunis kreeg een kolyk als hy het wapperen hoorde van de nederlandsche vlag.	droogstoppel
32	32	De hertog van Alva was een ondier.	droogstoppel
33	33	De eb, in 1672 geloof ik, duurde wat langer dan gewoonlyk, expres om Nederland te beschermen.	droogstoppel
34	34	Nederland is _Nederland_ gebleven, omdat onze oude luî goed op hun zaken pasten, en omdat ze het ware geloof hadden.	droogstoppel
35	35	Dàt is de zaak!	droogstoppel
36	36	En dan komen later weer andere leugens.	droogstoppel
37	37	Een meisjen is een engel.	droogstoppel
38	38	Wie dit het eerst ontdekte, heeft nooit zusters gehad.	droogstoppel
39	39	Liefde is een zaligheid.	droogstoppel
40	40	Men vlucht met het een of ander voorwerp naar het einde der aarde.	droogstoppel
41	41	De aarde heeft geen einden, en die liefde is ook gekheid.	droogstoppel
42	42	Niemand kan zeggen dat ik niet goed leef met myn vrouw--zy is een dochter van Last & Co, makelaars in koffi--niemand kan iets op ons huwelyk aanmerken.	droogstoppel
43	43	Ik ben lid van _Artis_, zy heeft een sjaallong van twee-en-negentig gulden, en van zulk een malle liefde die volstrekt aan het einde der aarde wil wonen, is toch tusschen ons nooit spraak geweest.	droogstoppel
44	44	Toen we getrouwd zyn, hebben wy een toertje naar den Haag gemaakt--ze heeft daar flanel gekocht, waarvan ik nog borstrokken draag--en verder heeft ons de liefde nooit de wereld ingejaagd.	droogstoppel
45	45	Dus: alles gekheid en leugens!	droogstoppel
46	46	En zou _myn_ huwelyk nu minder gelukkig wezen, dan van de menschen die zich uit liefde de tering op den hals haalden, of de haren uit het hoofd?	droogstoppel
47	47	Of denkt ge dat myn huishouden iets minder wel geregeld is, dan het wezen zou als ik voor zeventien jaar myn meisjen in _verzen	droogstoppel
48	48	_ gezegd had dat ik haar trouwen wilde?	droogstoppel
49	49	Ik had dit toch even goed kunnen doen als ieder ander, want verzenmaken is een ambacht, zeker minder moeielyk dan ivoordraaien.	droogstoppel
50	50	Hoe zouden anders de ulevellen met deviezen zoo goedkoop wezen?--Frits zegt:	droogstoppel
51	51	"""_Uhlefeldjes_"" ik weet niet, waarom?"	droogstoppel
52	52	--En vraag eens naar den prys van een stel billardballen!	droogstoppel
53	53	Ik heb niets tegen verzen op-zichzelf.	droogstoppel
54	54	Wil men de woorden in gelid 't zetten, goed!	droogstoppel
55	55	Maar zeg niets wat niet waar is.	droogstoppel
56	56	"""_De lucht is guur, en 't is vier uur"	droogstoppel
57	57	Dit laat ik gelden	droogstoppel
58	58	, als het werkelijk _guur	droogstoppel
59	59	_ en _vier uur	droogstoppel
60	60	Maar als 't kwartier voor drieën is, kan ik, die myn woorden niet in 't gelid zet, zeggen:	droogstoppel
61	61	"""_de lucht is guur, en 't is kwartier voor drieën_."""	droogstoppel
62	62	De verzenmaker is door de _guurheid	droogstoppel
63	63	_ van den eersten regel aan een vol uur gebonden.	droogstoppel
64	64	Het moet voor hem juist _een, twee_ uur, enz. wezen, of de lucht mag niet guur zyn.	droogstoppel
65	65	_Zeven_ en _negen	droogstoppel
66	66	_ is verboden door de maat.	droogstoppel
67	67	Daar gaat hy dan aan 't knoeien!	droogstoppel
68	68	Of het weêr moet veranderd, òf de tyd.	droogstoppel
69	69	Eén van beiden is dan gelogen.	droogstoppel
70	70	 En niet alleen die verzen lokken de jeugd tot onwaarheid.	droogstoppel
71	71	Ga eens in den schouwburg, en luister dáár wat er voor leugens aan den man worden gebracht.	droogstoppel
72	72	De held van 't stuk wordt uit het water gehaald door iemand die op 't punt staat bankroet te maken.	droogstoppel
73	73	Dan geeft hy hem zyn halve vermogen.	droogstoppel
74	74	Dat kan niet waar zyn.	droogstoppel
75	75	Toen onlangs op de Prinsengracht myn hoed te-water woei--Frits zegt:	droogstoppel
76	76	_waaide_--heb ik den man die hem my terugbracht, een dubbeltje gegeven; en hy was tevreden.	droogstoppel
77	77	Ik weet wel dat ik iets meer had moeten geven als hy myzelf er uit gehaald had, maar zeker myn halve vermogen niet.	droogstoppel
78	78	't Is immers duidelyk dat men op die wys maar tweemaal in 't water hoeft te vallen om doodarm te wezen.	droogstoppel
79	79	Wat het ergste is by zulke vertooningen op het tooneel, het publiek gewent zich zóó aan al die onwaarheden, dat het ze mooi vindt en toejuicht.	droogstoppel
80	80	Ik had weleens lust zoo'n heel parterre in 't water te gooien, om te zien wie dat toe juichen gemeend had.	droogstoppel
81	81	Ik, die van waarheid houd, waarschuw ieder dat ik voor 't opvisschen van myn persoon geen zoo hoog bergloon betalen wil.	droogstoppel
82	82	Wie met minder niet tevreden is, mag me laten liggen.	droogstoppel
83	83	Alleen Zondags zou ik iets meer geven, omdat ik dan myn kantilje ketting draag, en een anderen rok.	droogstoppel
84	84	Ja, dat tooneel bederft velen, meer nog dan de romans.	droogstoppel
85	85	Het is zoo aanschouwelyk!	droogstoppel
86	86	Met wat klatergoud en wat kant van uitgeslagen papier, ziet er dat alles zoo aanlokkelyk uit.	droogstoppel
87	87	Voor kinderen, meen ik, en voor menschen die niet in zaken zyn.	droogstoppel
88	88	Zelfs als die tooneelmenschen armoede willen voorstellen, is hun voorstelling altyd leugenachtig.	droogstoppel
89	89	Een meisje wier vader bankroet maakte, werkt om de familie te onderhouden.	droogstoppel
90	90	Daar zit ze dan te naaien, te breien of te borduren.	droogstoppel
91	91	Maar tel nu eens de steken die ze doet gedurende het heele bedryf.	droogstoppel
92	92	Ze praat, ze zucht, ze loopt naar 't venster, maar werken doet ze niet.	droogstoppel
93	93	De familie die van dezen arbeid leven kan, heeft weinig noodig.	droogstoppel
94	94	Zoo'n meisjen is natuurlyk de heldin.	droogstoppel
95	95	Ze heeft eenige verleiders de trappen afgeworpen, ze roept gedurig:	droogstoppel
96	96	"""o myne moeder, o, myne moeder!"" en stelt dus de deugd voor."	droogstoppel
97	97	Wat is dat voor een deugd, die een vol jaar noodig heeft voor een paar wollen kousen?	droogstoppel
98	98	"Geeft dit alles niet valsche denkbeelden van deugd, en ""_werken voor den kost?"	droogstoppel
99	99	"_"" Alles gekheid en leugens!"	droogstoppel
100	100	Dan komt haar eerste minnaar--die vroeger klerk was aan 't kopieboek, maar nu schatryk--op-eens terug, en trouwt haar.	droogstoppel
101	101	Ook weer leugens.	droogstoppel
102	102	Wie geld heeft, trouwt geen meisjen uit een gefailleerd huis.	droogstoppel
103	103	En als ge meent, dat dit op het tooneel er dóór kan als uitzondering, blyft toch myn aanmerking bestaan, dat men den zin voor waarheid bederft by het volk, dat de uitzondering als regel aanneemt, en dat men de publieke zedelykheid ondermynt, door het te gewennen iets toetejuichen op het _tooneel_, wat door elk fatsoenlyk makelaar of koopman voor een bespottelyke krankzinnigheid wordt gehouden in de _wereld	droogstoppel
104	104	Toen _ik_ trouwde, waren wy op 't kantoor van myn schoonvader--Last & Co--met ons dertienen, en er ging wat om!	droogstoppel
105	105	En nog meer leugens op het tooneel.	droogstoppel
106	106	Als de held met zyn styven komediestap weggaat om 't verdrukte vaderland te redden, waarom gaat dan de dubbele achterdeur altyd vanzelf open?	droogstoppel
107	107	En verder, hoe kan de persoon die in verzen spreekt, voorzien wat de ander te antwoorden heeft, om hem 't rym gemakkelyk te maken?	droogstoppel
108	108	Als de veldheer tot de prinses Zegt:	droogstoppel
109	109	"""_mevrouw, het is te laat, de poorten zyn gesloten_"""	droogstoppel
110	110	hoe kan hy dan vooruit weten, dat zy zeggen wil:	droogstoppel
111	111	"""_welaan dan, onversaagd, men doe het zwaard ontblooten?"	droogstoppel
112	112	Want als zy nu eens, hoorende dat de poort toe was, antwoordde dat ze dan wat wachten zou tot er geopend werd, of dat zy een andermaal eens terug zou komen, waar bleef dan maat en rym?	droogstoppel
113	113	Is het dus niet een pure leugen, als de veldheer de prinses vragend aanziet, om te weten wat ze doen wil na 't poortsluiten?	droogstoppel
114	114	Nog-eens: als 't mensch nu eens lust had gehad te gaan slapen, in plaats van iets te ontblooten?	droogstoppel
115	115	En dan die beloonde deugd!	droogstoppel
116	116	O, o, o!	droogstoppel
117	117	Ik ben sedert zeventien jaren makelaar in koffi--Lauriergracht, N°	droogstoppel
118	118	37--en heb dus al zoo-iets bygewoond, maar het stuit my altyd vreeselyk, als ik de goede lieve waarheid zóó zie verdraaien.	droogstoppel
119	119	Is 't niet om van de deugd een handelsartikel te maken?	droogstoppel
120	120	Het _is_ zoo niet in de wereld, en 't is _goed	droogstoppel
121	121	_ dat het niet zoo is.	droogstoppel
122	122	Want waar bleef de verdienste, als de deugd beloond werd?	droogstoppel
123	123	Waartoe dus die infame leugens altyd voorgewend?	droogstoppel
124	124	Lukas, onze pakhuisknecht, die reeds by den vader van Last & Co heeft gewerkt--de firma was toen Last & Meyer, maar de Meyers zyn er lang uit--dàt was dan toch wel een deugdzaam man.	droogstoppel
125	125	Geen boon kwam er ooit te-kort, hy ging stipt naar de kerk, en drinken deed hy niet.	droogstoppel
126	126	Als myn schoonvader te Driebergen was, bewaarde hy het huis, en de kas, en alles.	droogstoppel
127	127	Eens heeft hy aan de Bank zeventien gulden te veel ontvangen, en, hy bracht ze terug.	droogstoppel
128	128	Hy is nu oud en jichtig, en kan niet meer dienen.	droogstoppel
129	129	Nu heeft hy niets, want er gaat veel by ons om, en we hebben jong volk noodig.	droogstoppel
130	130	Welnu, ik houd dien Lukas voor zeer deugdzaam, maar wordt hy nu beloond?	droogstoppel
131	131	Komt er een prins die hem diamanten geeft, of een fee die hem boterhammen smeert?	droogstoppel
132	132	Hy is arm, en blyft arm, en dit moet ook zoo wezen.	droogstoppel
133	133	Ik_ kan hem niet helpen--want we hebben jong volk noodig, omdat er zooveel by ons omgaat--maar al _kon_ ik, waar bleef zyn verdienste, als hy nu op zyn ouden dag een gemakkelyk leven leiden kon?	droogstoppel
134	134	Dan zouden alle pakhuisknechts wel deugdzaam worden, en iedereen, hetgeen Gods bedoeling niet wezen kan, omdat er dan geen byzondere belooning voor de braven overbleef hier-namaals.	droogstoppel
135	135	Maar op een tooneel verdraaien ze dat ... alles leugens!	droogstoppel
136	136	_ ben ook deugdzaam, maar vraag ik hiervoor belooning?	droogstoppel
137	137	Als myn zaken goed gaan--en dit doen ze--als myn vrouw en kinderen gezond zyn, zoodat ik geen gemaal heb met dokter en apteker ...	droogstoppel
138	138	als ik jaar-in jaar-uit een sommetje kan ter-zy leggen voor den ouden dag ... als Frits knap opgroeit, om later in myn plaats te komen als ik naar Driebergen ga ...	droogstoppel
139	139	zie, dan ben ik heel tevreden.	droogstoppel
140	140	Maar dit alles is een natuurlyk gevolg van de omstandigheden, en omdat ik op de zaken pas. Voor myn deugd eisch ik niets.	droogstoppel
141	141	En dat ik toch deugdzaam bèn, blykt uit myn liefde voor de waarheid.	droogstoppel
142	142	Deze is, na myn gehechtheid aan het geloof, myn hoofdneiging.	droogstoppel
143	143	En ik wenschte dat ge hiervan overtuigd waart, lezer, omdat het de verontschuldiging is voor 't schryven van dit boek.	droogstoppel
144	144	Een tweede neiging, die my even sterk als waarheidsliefde beheerscht, is de hartstocht voor myn vak.	droogstoppel
145	145	Ik ben namelyk makelaar in koffi, Lauriergracht N° 37.	droogstoppel
146	146	Welnu, lezer, aan myn onkreukbare liefde voor de waarheid, en aan myn yver voor de zaken, hebt gy te danken dat deze bladen geschreven zyn.	droogstoppel
147	147	Ik zal u vertellen hoe dit is toegegaan.	droogstoppel
148	148	Daar ik nu voor 't oogenblik afscheid van u neem--ik moet naar de beurs--noodig ik u straks op een tweede hoofdstuk.	droogstoppel
149	149	Tot weerziens dus!	droogstoppel
150	150	Eilieve, steek het by u ...	droogstoppel
151	151	't is een kleine moeite ... het kan te-pas komen ... ei zie, daar is het:	droogstoppel
152	152	sedert de _Meyers_ er uit zyn ...	droogstoppel
153	153	de oude Last is myn schoonvader.	droogstoppel
154	154	______________________________	droogstoppel
155	155	LAST & Co | |	droogstoppel
156	156	MAKELAARS IN KOFFI | |	droogstoppel
157	157	| Lauriergracht, N°	droogstoppel
158	158	    TWEEDE HOOFDSTUK   	droogstoppel
159	159	Het was slap op de beurs, maar de voorjaarsveiling zal 't wel goed maken.	droogstoppel
160	160	Denk niet dat er niets by ons omgaat.	droogstoppel
161	161	By Busselinck & Waterman is 't nog slapper.	droogstoppel
162	162	Een vreemde wereld!	droogstoppel
163	163	Men woont zoo iets by, als men zoo'n twintig jaren de beurs bezoekt.	droogstoppel
164	164	Verbeeld u dat ze daar getracht hebben--Busselinck & Waterman, meen ik--my Ludwig Stern aftenemen.	droogstoppel
165	165	Daar ik niet weet of gy aan de beurs bekend zyt, wil ik u even zeggen dat Stern een eerst huis is in koffi te Hamburg, dat altyd door Last & Co is bediend geworden.	droogstoppel
166	166	Heel toevallig kwam ik daar achter ...	droogstoppel
167	167	ik meen achter de knoeiery van Busselinck & Waterman.	droogstoppel
168	168	Zy zouden een kwart procent van de courtage laten vallen--onderkruipers zyn het, anders niet!--en zie nu eens wat ik gedaan heb om dien slag afteweren.	droogstoppel
169	169	Een ander in myn plaats had misschien aan Ludwig Stern geschreven dat hy ook wat zou laten vallen, dat hy hoopte op konsideratie om de langdurige diensten van Last & Co ... ik heb uitgerekend dat de firma, sedert ruim vyftig jaren, vier ton aan Stern verdiend heeft.	droogstoppel
170	170	Die konnexie dateert van 't kontinentaal stelsel, toen wy dekoloniale waren insmokkelden van Helgoland.	droogstoppel
171	171	Ja, wie weet wat 'n ander al zoo zou geschreven hebben.	droogstoppel
172	172	Maar neen, onderkruipen doe ik niet.	droogstoppel
173	173	Ik ben naar _Polen	droogstoppel
174	174	liet me pen en papier geven, en schreef:	droogstoppel
175	175	Dat de groote uitbreiding die onze zaken den laatsten tyd genomen hadden, vooral door de vele geëerde orders uit Noord-Duitschland_ ...  	droogstoppel
176	176	't Is de zuivere waarheid!	droogstoppel
177	177	_dat die uitbreiding eenige vermeerdering van ons personeel	droogstoppel
178	178	 't Is de waarheid!	droogstoppel
179	179	Gister-avend nog was de boekhouder na elven op 't kantoor, om zyn bril te zoeken.	droogstoppel
180	180	Dat vooral zich de behoefte deed gevoelen aan fatsoenlyke, welopgevoede jongelieden, voor de korrespondentie in het duitsch.	droogstoppel
181	181	Dat wel-is-waar veel duitsche jongelingen, in Amsterdam aanwezig, hiertoe de vereischte bekwaamheden bezaten, maar dat een huis dat zich respekteert_ ...  	droogstoppel
182	182	't Is de zuivere waarheid!	droogstoppel
183	183	_by de toenemende ligtzinnigheid en onzedelykheid onder de jeugd, by het dagelyks aangroeien van het getal fortuinzoekers, en met het oog op de noodzakelykheid om soliditeit van gedrag, hand-aan-hand te doen gaan met soliditeit in de uitvoering, van de gegeven orders	droogstoppel
184	184	_ ...  't Is, waarachtig, alles de zuivere waarheid!	droogstoppel
185	185	_dat zulk een huis_--ik bedoel	droogstoppel
186	186	Last & Co, makelaars in koffi, Lauriergracht N°.	droogstoppel
187	187	37--_niet omzichtig genoeg wezen kon met het engageeren van sujetten_.	droogstoppel
188	188	Dit alles is de zuivere waarheid, lezer!	droogstoppel
189	189	Weet ge wel, dat de jonge Duitscher, die op de beurs by pilaar 17 stond, weggeloopen is met de dochter van Busselinck & Waterman?	droogstoppel
190	190	Onze Marie wordt ook al dertien in September.	droogstoppel
191	191	_dat ik de eer had gehad van den heer Saffeler te vernemen	droogstoppel
192	192	_ --Saffeler reist voor Stern--_dat de geachte chef der firma, de heer Ludwig Stern, een zoon had, den heer Ernest Stern, die ter volmaking zyner kommercieele kennis, eenigen tyd in een hollandsch huis wenschte geëmploieerd te zyn.	droogstoppel
193	193	Dat ik met het oog op_ ...  	droogstoppel
194	194	Hier herhaalde ik weer al die onzedelykheid, en vertelde de geschiedenis der dochter van Busselinck & Waterman.	droogstoppel
195	195	Niet om iemand zwart te maken ... neen, bekladden ligt nu juist heelemaal niet in myn manier!	droogstoppel
196	196	Maar ... het kan nooit kwaad dat ze 't weten, dunkt me.	droogstoppel
197	197	_dat ik met het oog dáárop, niets liever wenschte dan den heer Ernest Stern belast te zien met de duitsche korrespondentie van ons huis_.	droogstoppel
198	198	 Uit kiesheid vermeed ik alle toespeling op honorarium of salaris.	droogstoppel
199	199	Maar ik voegde er by:	droogstoppel
200	200	Dat, indien de heer Ernest Stern het verblyf ten onzen huize --Lauriergracht N° 37--wilde voor lief nemen, myn vrouw zich bereid verklaarde als een moeder voor hem te zorgen, en dat zyn linnengoed in huis zou versteld worden	droogstoppel
201	201	Dit is de zuivere waarheid, want Marie stopt en maast heel lief.	droogstoppel
202	202	Dat by ons de Heer gediend werd_.[3	droogstoppel
203	203	Die kan hy in zyn zak steken, want de Sterns zyn Luthersch.	droogstoppel
204	204	En ik verzond myn brief.	droogstoppel
205	205	Ge begrypt dat de oude Stern niet goedschiks by Busselinck	droogstoppel
206	206	& Waterman kan overgaan, als de jonge by ons aan 't kantoor is.	droogstoppel
207	207	Ik ben zeer benieuwd naar het antwoord.	droogstoppel
208	208	 Om nu terug te komen op myn boek.	droogstoppel
209	209	Voor eenigen tyd kom ik 's avends door de Kalverstraat, en bleef staan kyken naar den winkel van een kruienier, die zich bezighield met het sorteeren van een partytje _Java, ordinair, mooi-geel, Cheribonaard, iets gebroken, met veegsel_, dat me zeer interesseerde, want ik let altyd op alles.	droogstoppel
210	210	Daar viel my op-eenmaal	droogstoppel
211	211	in 't oog, die daarnaast voor een boekwinkel stond en me bekend voorkwam.	droogstoppel
212	212	Hy scheen ook my te herkennen, want onze blikken ontmoetten elkander gedurig.	droogstoppel
213	213	Ik moet betuigen dat ik te verdiept was in 't veegsel, om terstond optemerken, wat ik namelyk later zag, dat hy vry kaal in de kleeren stak.	droogstoppel
214	214	Anders had ik de zaak daarby gelaten.	droogstoppel
215	215	Maar op-eens schoot my de gedachte in, dat hy misschien reiziger was van een duitsch huis, die een solieden makelaar zocht.	droogstoppel
216	216	Hy had dan ook wel iets van een Duitscher, en van een reiziger ook.	droogstoppel
217	217	Hy was zeer blond, had blauwe oogen, en in houding en kleeding iets dat den vreemdeling verraadde.	droogstoppel
218	218	"In-plaats van een behoorlyken winterjas, hing hem een soort van sjaal over den schouder--Frits zegt ""shawl"" maar dit doe ik niet--alsof hy zoo van de reis kwam."	droogstoppel
219	219	Ik meende een klant te zien, en gaf hem een adreskaartje:	droogstoppel
220	220	Last & Co, makelaars in koffi, Lauriergracht N°	droogstoppel
221	221	Hy hield het by de gasvlam, en zeide:	droogstoppel
222	222	"""ik dank u, maar ik heb me vergist."	droogstoppel
223	223	Ik dacht het genoegen te hebben een ouden schoolkameraad voor me te zien, maar ...	droogstoppel
224	224	Dit is de naam niet.	droogstoppel
225	225	"""  --Pardon, zei ik--want ik ben altyd beleefd--ik ben m'nheer Droogstoppel, Batavus Droogstoppel."	droogstoppel
226	226	Last en Co_ is de firma, makelaars in koffi, Lauriergr ...	droogstoppel
227	227	 --Wel, Droogstoppel, kent ge my niet meer?	droogstoppel
228	228	Zie my eens goed aan.	droogstoppel
229	229	Hoe meer ik hem aanzag, hoe meer ik my herinnerde hem meer gezien te hebben.	droogstoppel
230	230	Maar, zonderling, zyn gelaat deed my	droogstoppel
231	231	de uitwerking alsof ik vreemde parfumerien rook.	droogstoppel
232	232	Lach hier niet om, lezer, straks zult ge zien hoe dit kwam.	droogstoppel
233	233	Ik ben verzekerd dat hy geen drup reukwerk by	droogstoppel
234	234	zich droeg, en toch rook ik iets aangenaams, iets sterks, iets wat me herinnerde aan ...	droogstoppel
235	235	daar had ik het!	droogstoppel
236	236	 --Zyt gy het, riep ik, die my van den Griek hebt verlost?	droogstoppel
237	237	 --Wel zeker, zeide hy, dat was _ik_.	droogstoppel
238	238	En hoe gaat het _U_?	droogstoppel
239	239	Ik vertelde dat we met ons dertienen op 't kantoor waren, en dat er zooveel by ons omging.	droogstoppel
240	240	En toen vroeg ik hoe het hèm ging, wat me later speet, want hy scheen niet in goede omstandigheden te verkeeren, en ik houd niet van arme menschen, omdat er gewoonlyk eigen schuld onder loopt, daar de Heer niet iemand verlaten zou, die hem trouw gediend had.	droogstoppel
241	241	"Had ik eenvoudig gezegd, ""we zyn met ons dertienen, en ... goeien avend verder!"" dan was ik van hem af geweest."	droogstoppel
242	242	Maar door dat vragen en antwoorden werd het hoe langer hoe moeielyker--Frits zegt:	droogstoppel
243	243	_hoe langs zoo_	droogstoppel
244	244	, maar dit doe ik niet--_hoe_ moeielyker dus, om van hem verlost te worden.	droogstoppel
245	245	Aan den anderen kant moet ik ook weer erkennen dat ge dan dit boek niet hadt te lezen gekregen, want het is een gevolg van die ontmoeting.	droogstoppel
246	246	Ik houd er van, het goede optemerken, en wie dit niet doen, zyn ontevreden menschen die ik niet lyden kan.	droogstoppel
247	247	 Ja, ja, hy was het, die my uit de handen van den Griek had verlost!	droogstoppel
248	248	Denk nu niet dat ik ooit door zeeroovers ben genomen geweest, of dat ik twist heb gehad in den Levant.	droogstoppel
249	249	Ik heb u reeds gezegd dat _ik_ na myn trouwen, met myn vrouw naar den Haag ben gegaan.	droogstoppel
250	250	Daar hebben wy het Mauritshuis gezien, en flanel gekocht in de Veenestraat.	droogstoppel
251	251	Dit is het eenige uitstapje dat de zaken my ooit hebben veroorloofd, omdat er zooveel by ons omgaat.	droogstoppel
252	252	Neen, in Amsterdam zelf had hy om-mynentwil een Griek	droogstoppel
253	253	den neus aan 't bloeden geslagen.	droogstoppel
254	254	Want hy bemoeide zich altyd met dingen die hem niet aangingen.	droogstoppel
255	255	Het was in drie of vier en dertig, geloof ik, en in September, want er was kermis te Amsterdam.	droogstoppel
256	256	Daar myn oude luî van voornemen waren een predikant van my te maken, leerde ik latyn.	droogstoppel
257	257	Later heb ik myzelf dikwyls afgevraagd, waarom men latyn moet verstaan, om in 't hollandsch te zeggen:	droogstoppel
258	258	"""God is goed?"""	droogstoppel
259	259	Genoeg, ik was op de latynsche school--nu zeggen ze _gymnasium_--en	droogstoppel
260	260	daar was kermis ... in Amsterdam, meen ik.	droogstoppel
261	261	Op de Westermarkt stonden kramen, en als ge een Amsterdammer zyt, lezer, en nagenoeg van myn leeftyd, zult ge u herinneren hoe daaronder één was, die uitmuntte door de zwarte oogen en de lange vlechten van een meisje, dat als een Griekin gekleed was.	droogstoppel
262	262	Ook haar vader was een Griek, of althans hy zag er uit als een Griek.	droogstoppel
263	263	Ze verkochten allerlei reukgoed.	droogstoppel
264	264	Ik was juist oud genoeg om het meisje mooi te vinden, zonder evenwel den moed te hebben haar aantespreken.	droogstoppel
265	265	Dit zou my ook weinig gebaat hebben, want meisjes van achttien jaren beschouwen een jongen van zestien, als een kind.	droogstoppel
266	266	En hierin hebben ze groot gelyk.	droogstoppel
267	267	Toch kwamen wy, jongens van _quarta_, altyd 's avends op de Westermarkt om dat meisje te zien.	droogstoppel
268	268	Nu was hy die daar voor me stond met zyn sjaal, eens daarby, schoon hy een paar jaren jonger was dan de anderen, en dus nog te kinderachtig om naar de Griekin te kyken.	droogstoppel
269	269	Maar hy was de _primus_ van onze klasse--want knap was hy, dit moet ik erkennen--en hy hield veel van spelen, stoeien en vechten.	droogstoppel
270	270	Dáárom was hy by ons.	droogstoppel
271	271	Terwyl we dus--we waren wel met ons tienen--vry ver van de kraam af, naar die Griekin stonden te kyken, en beraadslaagden hoe wy 't moesten aanleggen om kennis met haar te maken, werd er besloten geld by-een te leggen om iets in die kraam te koopen.	droogstoppel
272	272	Maar toen was de goede raad duur, om te weten wie de stoute schoenen zou aantrekken om het meisjen aantespreken.	droogstoppel
273	273	Ieder wilde, maar niemand durfde.	droogstoppel
274	274	Er werd geloot, en het lot viel op my.	droogstoppel
275	275	Nu erken ik, dat ik niet gaarne gevaren trotseer.	droogstoppel
276	276	Ik ben man en vader, en houd ieder die het gevaar zoekt, voor een gek, wat ook in de Schrift staat.	droogstoppel
277	277	Het is my inderdaad aangenaam optemerken hoe ik my in myn denkbeelden over gevaar en zulke dingen, gelyk ben gebleven, daar ik thans over zoo-iets nog juist dezelfde meening koester, als dien avend toen ik daar by de kraam van den Griek stond, met de twaalf stuivers die we saamgelegd hadden, in de hand.	droogstoppel
278	278	Maar zie, uit valsche schaamte durfde ik niet zeggen dat ik niet durfde, en bovendien, ik moest wel vooruit, want myn makkers drongen me, en weldra stond ik voor de kraam.	droogstoppel
279	279	Het meisje zag ik niet:	droogstoppel
280	280	ik zag niets!	droogstoppel
281	281	Alles werd me groen en geel voor de oogen.	droogstoppel
