	Unnamed: 0	sentences	label
10	10	"Dan komt haar eerste minnaar--die vroeger klerk was aan 't kopieboek, maar nu schatryk--op-eens terug, en trouwt haar.Ook weer leugens.Wie geld heeft, trouwt geen meisjen uit een gefailleerd huis.En als ge meent, dat dit op het tooneel er dóór kan als uitzondering, blyft toch myn aanmerking bestaan, dat men den zin voor waarheid bederft by het volk, dat de uitzondering als regel aanneemt, en dat men de publieke zedelykheid ondermynt, door het te gewennen iets toetejuichen op het _tooneel_, wat door elk fatsoenlyk makelaar of koopman voor een bespottelyke krankzinnigheid wordt gehouden in de _wereldToen _ik_ trouwde, waren wy op 't kantoor van myn schoonvader--Last & Co--met ons dertienen, en er ging wat om!En nog meer leugens op het tooneel.Als de held met zyn styven komediestap weggaat om 't verdrukte vaderland te redden, waarom gaat dan de dubbele achterdeur altyd vanzelf open?En verder, hoe kan de persoon die in verzen spreekt, voorzien wat de ander te antwoorden heeft, om hem 't rym gemakkelyk te maken?Als de veldheer tot de prinses Zegt:""_mevrouw, het is te laat, de poorten zyn gesloten_"""	droogstoppel
11	11	"hoe kan hy dan vooruit weten, dat zy zeggen wil:""_welaan dan, onversaagd, men doe het zwaard ontblooten?Want als zy nu eens, hoorende dat de poort toe was, antwoordde dat ze dan wat wachten zou tot er geopend werd, of dat zy een andermaal eens terug zou komen, waar bleef dan maat en rym?Is het dus niet een pure leugen, als de veldheer de prinses vragend aanziet, om te weten wat ze doen wil na 't poortsluiten?Nog-eens: als 't mensch nu eens lust had gehad te gaan slapen, in plaats van iets te ontblooten?En dan die beloonde deugd!O, o, o!Ik ben sedert zeventien jaren makelaar in koffi--Lauriergracht, N°37--en heb dus al zoo-iets bygewoond, maar het stuit my altyd vreeselyk, als ik de goede lieve waarheid zóó zie verdraaien.Is 't niet om van de deugd een handelsartikel te maken?"	droogstoppel
12	12	Het _is_ zoo niet in de wereld, en 't is _goed_ dat het niet zoo is.Want waar bleef de verdienste, als de deugd beloond werd?Waartoe dus die infame leugens altyd voorgewend?Lukas, onze pakhuisknecht, die reeds by den vader van Last & Co heeft gewerkt--de firma was toen Last & Meyer, maar de Meyers zyn er lang uit--dàt was dan toch wel een deugdzaam man.Geen boon kwam er ooit te-kort, hy ging stipt naar de kerk, en drinken deed hy niet.Als myn schoonvader te Driebergen was, bewaarde hy het huis, en de kas, en alles.Eens heeft hy aan de Bank zeventien gulden te veel ontvangen, en, hy bracht ze terug.Hy is nu oud en jichtig, en kan niet meer dienen.Nu heeft hy niets, want er gaat veel by ons om, en we hebben jong volk noodig.	droogstoppel
13	13	Welnu, ik houd dien Lukas voor zeer deugdzaam, maar wordt hy nu beloond?Komt er een prins die hem diamanten geeft, of een fee die hem boterhammen smeert?Hy is arm, en blyft arm, en dit moet ook zoo wezen.Ik_ kan hem niet helpen--want we hebben jong volk noodig, omdat er zooveel by ons omgaat--maar al _kon_ ik, waar bleef zyn verdienste, als hy nu op zyn ouden dag een gemakkelyk leven leiden kon?Dan zouden alle pakhuisknechts wel deugdzaam worden, en iedereen, hetgeen Gods bedoeling niet wezen kan, omdat er dan geen byzondere belooning voor de braven overbleef hier-namaals.Maar op een tooneel verdraaien ze dat ... alles leugens!_ ben ook deugdzaam, maar vraag ik hiervoor belooning?Als myn zaken goed gaan--en dit doen ze--als myn vrouw en kinderen gezond zyn, zoodat ik geen gemaal heb met dokter en apteker ...als ik jaar-in jaar-uit een sommetje kan ter-zy leggen voor den ouden dag ... als Frits knap opgroeit, om later in myn plaats te komen als ik naar Driebergen ga ...zie, dan ben ik heel tevreden.	droogstoppel
14	14	Maar dit alles is een natuurlyk gevolg van de omstandigheden, en omdat ik op de zaken pas. Voor myn deugd eisch ik niets.En dat ik toch deugdzaam bèn, blykt uit myn liefde voor de waarheid.Deze is, na myn gehechtheid aan het geloof, myn hoofdneiging.En ik wenschte dat ge hiervan overtuigd waart, lezer, omdat het de verontschuldiging is voor 't schryven van dit boek.Een tweede neiging, die my even sterk als waarheidsliefde beheerscht, is de hartstocht voor myn vak.Ik ben namelyk makelaar in koffi, Lauriergracht N° 37.Welnu, lezer, aan myn onkreukbare liefde voor de waarheid, en aan myn yver voor de zaken, hebt gy te danken dat deze bladen geschreven zyn.Ik zal u vertellen hoe dit is toegegaan.Daar ik nu voor 't oogenblik afscheid van u neem--ik moet naar de beurs--noodig ik u straks op een tweede hoofdstuk.Tot weerziens dus!	droogstoppel
15	15	Eilieve, steek het by u ...'t is een kleine moeite ... het kan te-pas komen ... ei zie, daar is het:sedert de _Meyers_ er uit zyn ...de oude Last is myn schoonvader.______________________________LAST & Co | |MAKELAARS IN KOFFI | || Lauriergracht, N°    TWEEDE HOOFDSTUK   Het was slap op de beurs, maar de voorjaarsveiling zal 't wel goed maken.	droogstoppel
16	16	Denk niet dat er niets by ons omgaat.By Busselinck & Waterman is 't nog slapper.Een vreemde wereld!Men woont zoo iets by, als men zoo'n twintig jaren de beurs bezoekt.Verbeeld u dat ze daar getracht hebben--Busselinck & Waterman, meen ik--my Ludwig Stern aftenemen.Daar ik niet weet of gy aan de beurs bekend zyt, wil ik u even zeggen dat Stern een eerst huis is in koffi te Hamburg, dat altyd door Last & Co is bediend geworden.Heel toevallig kwam ik daar achter ...ik meen achter de knoeiery van Busselinck & Waterman.Zy zouden een kwart procent van de courtage laten vallen--onderkruipers zyn het, anders niet!--en zie nu eens wat ik gedaan heb om dien slag afteweren.Een ander in myn plaats had misschien aan Ludwig Stern geschreven dat hy ook wat zou laten vallen, dat hy hoopte op konsideratie om de langdurige diensten van Last & Co ... ik heb uitgerekend dat de firma, sedert ruim vyftig jaren, vier ton aan Stern verdiend heeft.	droogstoppel
17	17	Die konnexie dateert van 't kontinentaal stelsel, toen wy dekoloniale waren insmokkelden van Helgoland.Ja, wie weet wat 'n ander al zoo zou geschreven hebben.Maar neen, onderkruipen doe ik niet.Ik ben naar _Polenliet me pen en papier geven, en schreef:Dat de groote uitbreiding die onze zaken den laatsten tyd genomen hadden, vooral door de vele geëerde orders uit Noord-Duitschland_ ...  't Is de zuivere waarheid!_dat die uitbreiding eenige vermeerdering van ons personeel 't Is de waarheid!Gister-avend nog was de boekhouder na elven op 't kantoor, om zyn bril te zoeken.	droogstoppel
18	18	Dat vooral zich de behoefte deed gevoelen aan fatsoenlyke, welopgevoede jongelieden, voor de korrespondentie in het duitsch.Dat wel-is-waar veel duitsche jongelingen, in Amsterdam aanwezig, hiertoe de vereischte bekwaamheden bezaten, maar dat een huis dat zich respekteert_ ...  't Is de zuivere waarheid!_by de toenemende ligtzinnigheid en onzedelykheid onder de jeugd, by het dagelyks aangroeien van het getal fortuinzoekers, en met het oog op de noodzakelykheid om soliditeit van gedrag, hand-aan-hand te doen gaan met soliditeit in de uitvoering, van de gegeven orders_ ...  't Is, waarachtig, alles de zuivere waarheid!_dat zulk een huis_--ik bedoelLast & Co, makelaars in koffi, Lauriergracht N°.37--_niet omzichtig genoeg wezen kon met het engageeren van sujetten_.Dit alles is de zuivere waarheid, lezer!Weet ge wel, dat de jonge Duitscher, die op de beurs by pilaar 17 stond, weggeloopen is met de dochter van Busselinck & Waterman?	droogstoppel
19	19	Onze Marie wordt ook al dertien in September._dat ik de eer had gehad van den heer Saffeler te vernemen_ --Saffeler reist voor Stern--_dat de geachte chef der firma, de heer Ludwig Stern, een zoon had, den heer Ernest Stern, die ter volmaking zyner kommercieele kennis, eenigen tyd in een hollandsch huis wenschte geëmploieerd te zyn.Dat ik met het oog op_ ...  Hier herhaalde ik weer al die onzedelykheid, en vertelde de geschiedenis der dochter van Busselinck & Waterman.Niet om iemand zwart te maken ... neen, bekladden ligt nu juist heelemaal niet in myn manier!Maar ... het kan nooit kwaad dat ze 't weten, dunkt me._dat ik met het oog dáárop, niets liever wenschte dan den heer Ernest Stern belast te zien met de duitsche korrespondentie van ons huis_. Uit kiesheid vermeed ik alle toespeling op honorarium of salaris.Maar ik voegde er by:	droogstoppel
20	20	Dat, indien de heer Ernest Stern het verblyf ten onzen huize --Lauriergracht N° 37--wilde voor lief nemen, myn vrouw zich bereid verklaarde als een moeder voor hem te zorgen, en dat zyn linnengoed in huis zou versteld wordenDit is de zuivere waarheid, want Marie stopt en maast heel lief.Dat by ons de Heer gediend werd_.[3Die kan hy in zyn zak steken, want de Sterns zyn Luthersch.En ik verzond myn brief.Ge begrypt dat de oude Stern niet goedschiks by Busselinck& Waterman kan overgaan, als de jonge by ons aan 't kantoor is.Ik ben zeer benieuwd naar het antwoord. Om nu terug te komen op myn boek.Voor eenigen tyd kom ik 's avends door de Kalverstraat, en bleef staan kyken naar den winkel van een kruienier, die zich bezighield met het sorteeren van een partytje _Java, ordinair, mooi-geel, Cheribonaard, iets gebroken, met veegsel_, dat me zeer interesseerde, want ik let altyd op alles.	droogstoppel
21	21	"Daar viel my op-eenmaalin 't oog, die daarnaast voor een boekwinkel stond en me bekend voorkwam.Hy scheen ook my te herkennen, want onze blikken ontmoetten elkander gedurig.Ik moet betuigen dat ik te verdiept was in 't veegsel, om terstond optemerken, wat ik namelyk later zag, dat hy vry kaal in de kleeren stak.Anders had ik de zaak daarby gelaten.Maar op-eens schoot my de gedachte in, dat hy misschien reiziger was van een duitsch huis, die een solieden makelaar zocht.Hy had dan ook wel iets van een Duitscher, en van een reiziger ook.Hy was zeer blond, had blauwe oogen, en in houding en kleeding iets dat den vreemdeling verraadde.In-plaats van een behoorlyken winterjas, hing hem een soort van sjaal over den schouder--Frits zegt ""shawl"" maar dit doe ik niet--alsof hy zoo van de reis kwam.Ik meende een klant te zien, en gaf hem een adreskaartje:"	droogstoppel
22	22	"Last & Co, makelaars in koffi, Lauriergracht N°Hy hield het by de gasvlam, en zeide:""ik dank u, maar ik heb me vergist.Ik dacht het genoegen te hebben een ouden schoolkameraad voor me te zien, maar ...Dit is de naam niet.""  --Pardon, zei ik--want ik ben altyd beleefd--ik ben m'nheer Droogstoppel, Batavus Droogstoppel.Last en Co_ is de firma, makelaars in koffi, Lauriergr ... --Wel, Droogstoppel, kent ge my niet meer?Zie my eens goed aan.Hoe meer ik hem aanzag, hoe meer ik my herinnerde hem meer gezien te hebben."	droogstoppel
23	23	Maar, zonderling, zyn gelaat deed myde uitwerking alsof ik vreemde parfumerien rook.Lach hier niet om, lezer, straks zult ge zien hoe dit kwam.Ik ben verzekerd dat hy geen drup reukwerk byzich droeg, en toch rook ik iets aangenaams, iets sterks, iets wat me herinnerde aan ...daar had ik het! --Zyt gy het, riep ik, die my van den Griek hebt verlost? --Wel zeker, zeide hy, dat was _ik_.En hoe gaat het _U_?Ik vertelde dat we met ons dertienen op 't kantoor waren, en dat er zooveel by ons omging.	droogstoppel
24	24	"En toen vroeg ik hoe het hèm ging, wat me later speet, want hy scheen niet in goede omstandigheden te verkeeren, en ik houd niet van arme menschen, omdat er gewoonlyk eigen schuld onder loopt, daar de Heer niet iemand verlaten zou, die hem trouw gediend had.Had ik eenvoudig gezegd, ""we zyn met ons dertienen, en ... goeien avend verder!"" dan was ik van hem af geweest.Maar door dat vragen en antwoorden werd het hoe langer hoe moeielyker--Frits zegt:_hoe langs zoo_, maar dit doe ik niet--_hoe_ moeielyker dus, om van hem verlost te worden.Aan den anderen kant moet ik ook weer erkennen dat ge dan dit boek niet hadt te lezen gekregen, want het is een gevolg van die ontmoeting.Ik houd er van, het goede optemerken, en wie dit niet doen, zyn ontevreden menschen die ik niet lyden kan. Ja, ja, hy was het, die my uit de handen van den Griek had verlost!Denk nu niet dat ik ooit door zeeroovers ben genomen geweest, of dat ik twist heb gehad in den Levant.Ik heb u reeds gezegd dat _ik_ na myn trouwen, met myn vrouw naar den Haag ben gegaan."	droogstoppel
25	25	"Daar hebben wy het Mauritshuis gezien, en flanel gekocht in de Veenestraat.Dit is het eenige uitstapje dat de zaken my ooit hebben veroorloofd, omdat er zooveel by ons omgaat.Neen, in Amsterdam zelf had hy om-mynentwil een Griekden neus aan 't bloeden geslagen.Want hy bemoeide zich altyd met dingen die hem niet aangingen.Het was in drie of vier en dertig, geloof ik, en in September, want er was kermis te Amsterdam.Daar myn oude luî van voornemen waren een predikant van my te maken, leerde ik latyn.Later heb ik myzelf dikwyls afgevraagd, waarom men latyn moet verstaan, om in 't hollandsch te zeggen:""God is goed?""Genoeg, ik was op de latynsche school--nu zeggen ze _gymnasium_--en"	droogstoppel
26	26	daar was kermis ... in Amsterdam, meen ik.Op de Westermarkt stonden kramen, en als ge een Amsterdammer zyt, lezer, en nagenoeg van myn leeftyd, zult ge u herinneren hoe daaronder één was, die uitmuntte door de zwarte oogen en de lange vlechten van een meisje, dat als een Griekin gekleed was.Ook haar vader was een Griek, of althans hy zag er uit als een Griek.Ze verkochten allerlei reukgoed.Ik was juist oud genoeg om het meisje mooi te vinden, zonder evenwel den moed te hebben haar aantespreken.Dit zou my ook weinig gebaat hebben, want meisjes van achttien jaren beschouwen een jongen van zestien, als een kind.En hierin hebben ze groot gelyk.Toch kwamen wy, jongens van _quarta_, altyd 's avends op de Westermarkt om dat meisje te zien.Nu was hy die daar voor me stond met zyn sjaal, eens daarby, schoon hy een paar jaren jonger was dan de anderen, en dus nog te kinderachtig om naar de Griekin te kyken.Maar hy was de _primus_ van onze klasse--want knap was hy, dit moet ik erkennen--en hy hield veel van spelen, stoeien en vechten.	droogstoppel
27	27	Dáárom was hy by ons.Terwyl we dus--we waren wel met ons tienen--vry ver van de kraam af, naar die Griekin stonden te kyken, en beraadslaagden hoe wy 't moesten aanleggen om kennis met haar te maken, werd er besloten geld by-een te leggen om iets in die kraam te koopen.Maar toen was de goede raad duur, om te weten wie de stoute schoenen zou aantrekken om het meisjen aantespreken.Ieder wilde, maar niemand durfde.Er werd geloot, en het lot viel op my.Nu erken ik, dat ik niet gaarne gevaren trotseer.Ik ben man en vader, en houd ieder die het gevaar zoekt, voor een gek, wat ook in de Schrift staat.Het is my inderdaad aangenaam optemerken hoe ik my in myn denkbeelden over gevaar en zulke dingen, gelyk ben gebleven, daar ik thans over zoo-iets nog juist dezelfde meening koester, als dien avend toen ik daar by de kraam van den Griek stond, met de twaalf stuivers die we saamgelegd hadden, in de hand.Maar zie, uit valsche schaamte durfde ik niet zeggen dat ik niet durfde, en bovendien, ik moest wel vooruit, want myn makkers drongen me, en weldra stond ik voor de kraam.Het meisje zag ik niet:	droogstoppel
28	28	ik zag niets!Alles werd me groen en geel voor de oogen.Ik stamelde een _aoristus primus_ vanik weet niet welk werkwoord ..._ zeide zy.Ik herstelde my eenigszins, en ging voort: --_Meenin aeide thea_, en ... dat Egypte een geschenk van den Nyl was.Ik ben overtuigd dat ik in de kennismaking zou geslaagd zyn, indien niet op dat oogenblik een myner makkers uit kinderachtige baldadigheid my een zoo harden stoot in den rug had gegeven, dat ik heel onzacht tegen de uitstalkast aanvloog, die op halvemanshoogte de voorzy van de kraam afsloot.Ik voelde een greep in myn nek ... een tweeden greep veel lager ... ik zweefde een oogenblik ... en vóór ik recht begreep hoe de zaken stonden, was ik in de kraam van den Griek, die in verstaanbaar fransch zei dat ik een _gamin_ was, en dat hy de policie roepen zou.Nu was ik wel dicht by het meisje, maar genoegen deed het me niet.	droogstoppel
29	29	Ik schreide, en bad om genade, want ik zat vreeselyk in angst.Maar het baatte niet.De Griek hield me by den arm, en schopte my.Ik zocht naar myn makkers--we hadden juist dien morgen veel over Scaevola te doen gehad, die zyn hand in 't vuur stak, en in hun latynsche opstellen hadden ze dit zoo heel mooi gevonden--jawel!Niemand was daar gebleven om voor _my_ een hand in 't vuur te steken ...Zóó meende ik.Maar zie, daar vloog op-eens myn Sjaalman door de achterdeur de kraam in.Hy was niet groot of sterk, en pas een jaar of dertien oud, maar hy was een vlug en dapper mannetje.Nog zie 'k zyn oogen flikkeren--anders zagen ze flauw--hy gaf den Griek een vuistslag, en ik was gered.Later heb ik gehoord dat de Griek hem duchtig geslagen heeft, maar omdat ik een vast principe heb, me nooit te bemoeien met dingen die me niet aangaan, ben ik terstond weggeloopen.	droogstoppel
30	30	Ik heb het dus niet gezien. Ziedaar de reden waarom zyn trekken me zoo aan reukwerk herinnerden, en hoe men in Amsterdam twist kan krygen met een Griek.Als op latere kermissen die man weer met zyn kraam op de Westermarkt stond, ging ik my altyd elders vermaken.Daar ik veel van wysgeerige opmerkingen houd, moet ik u toch even zeggen, lezer, hoe wonderbaar de zaken dezer wereld aan elkander hangen.Als de oogen van dat meisje minder zwart waren geweest, als ze korter vlechten had gehad, of als men my niet tegen die winkelkast had aangeworpen, zoudt ge nu dit boek niet lezen.Wees dus dankbaar dat dit zoo gebeurd is.Geloof me, alles in de wereld is goed, zóó als het is, en ontevreden menschen die altyd klagen, zyn myn vrienden niet.Daar hebt ge Busselinck & Waterman ... maar ik moet voortgaan, want myn boek moet af voor de voorjaarsveiling. Ronduit gezegd--want ik houd van de waarheid--was my het weerzien van dien persoon niet aangenaam.Ik bemerkte terstond dat het geen soliede konnexie was.	droogstoppel
31	31	Hy zag zeer bleek, en toen ik hem vroeg hoe laat het was, wist hy 't niet.Dit zyn dingen, waar een mensch op let, die zoo'n twintig jaar de beurs bezocht heeft, en zooveel heeft bygewoond.Ik heb al wat huizen zien vallen!Ik meende dat hy rechts zou gaan, en zei dat ik links moest.Doch zie, hy ging ook links, en ik kon dus niet vermyden in gesprek te treden.Maar ik bedacht gedurig dat hy niet wist hoe laat het was, en bespeurde bovendien dat zyn jasje tot aan de kin was dichtgeknoopt--dat een zeer slecht merk is--zoodat ik den toon van ons onderhoud wat flauw blyven liet.Hy verhaalde my dat hy in Indie was geweest, dat hy getrouwd was, dat hy kinderen had.Ik had daar niets tegen, maar vond er niets belangryks in.By de Kapelsteeg--ik ga anders nooit door die steeg, omdat het voor een fatsoenlyk man niet staat, vind ik--maar ditmaal wilde ik by de Kapelsteeg rechts-af-slaan.Ik wachtte tot wy dat straatje byna voorby waren, om goed te doen blyken dat zyn weg rechtuit leidde, en toen zei ik zeer beleefd ... want beleefd ben ik altyd, men kan nooit weten hoe men later iemand noodig heeft:	droogstoppel
32	32	 --Het was me byzonder aangenaam u weer te zien, m'nheer ..._r_ ..._r_!En ... èn ... èn ... ik rekommandeer me!Ik moet hierin.Toen keek hy me heel gek aan, en zuchtte, en vatte opeens een knoop van myn jas ... --Beste Droogstoppel, zeide hy, ik heb u iets te vragen.Er ging my een rilling door de leden.Hy wist niet hoe laat het was, en wilde my iets vragen!Natuurlyk antwoordde ik dat ik geen tyd had, en naar de beurs moest, schoon het avend was.	droogstoppel
33	33	Maar als men zoo'n twintig jaren de beurs heeft bezocht ... en iemand wil u iets vragen, zonder te weten hoe laat het is ...Ik maakte myn knoop los, groette heel beleefd--want beleefd ben ik altyd --en ging de Kapelsteeg in, wat ik anders nooit doe, omdat het niet fatsoenlyk is, en fatsoen gaat my boven alles.Ik hoop dat niemand het gezien heeft.    DERDE HOOFDSTUK   Toen ik een dag daarna van de beurs kwam, zei Frits dat er iemand geweest was om my te spreken.Naar de beschryving was het de Sjaalman.Hoe hy me gevonden had ...nu ja, 't adreskaartje!Ik dacht er over, myn kinderen van school te nemen, want het is lastig, nog twintig, dertig jaren later te worden nagezeten door een schoolkameraad die een sjaal draagt in plaats van een jas, en die niet weet hoe laat het is.Ook heb ik Frits verboden naar de Westermarkt te gaan, als er kramen staan.	droogstoppel
34	34	Den volgenden dag ontving ik een brief met een groot pak.Ik zal u den brief laten lezen:_Waarde Droogstoppel!Ik vind dat hy wel had kunnen zeggen:_, omdat ik makelaar benIk ben gisteren ten-uwent geweest met het doel u een verzoek te doen.Ik geloof dat gy in goede omstandigheden verkeert_ ...Dit is waar: we zyn met ons dertienen op 't kantoor._en ik wenschte gebruik te maken van uw krediet, om een zaak tot-stand te brengen, die voor my van groot gewicht is_. Zou men niet denken dat het om een order op de voorjaarsveiling te doen was?	droogstoppel
35	35	 _Door velerlei omstandigheden ben ik op 't oogenblik eenigszins om geld verlegen_.Hy had geen hemd aan.Dat noemt hy _eenigszins_!Ik kan myn lieve vrouw niet alles geven wat tot veraangenaming des levens noodig is, en ook de opvoeding myner kinderen is, uit een geldelyk oog, niet zooals ik wenschen zou_.Veraangenaming des levens?Opvoeding van de kinderen?Meent ge dat hy voor zyn vrouw een loge in de Opera huren wilde, en zyn kinderen op een instituut doen te Genève?'t Was najaar, en vry koud ...welnu, hy woonde op een vliering, zonder vuur.Toen ik dien brief ontving, wist ik dit niet, maar later ben ik by hem geweest, en thans nog ben ik verstoord over den zotten toon van zyn geschryf.	droogstoppel
