	Unnamed: 0	sentences	label
74	74	_Zeven_ en _negen_ is verboden door de maat.	droogstoppel
75	75	Daar gaat hy dan aan 't knoeien!	droogstoppel
76	76	Of het weÃªr moet veranderd, Ã²f de tyd.	droogstoppel
77	77	EÃ©	droogstoppel
78	78	n van beiden is dan gelogen.  	droogstoppel
79	79	En niet alleen die verzen lokken de jeugd tot onwaarheid.	droogstoppel
80	80	Ga eens in den schouwburg, en luister dÃ¡Ã¡r wat er voor leugens aan den man worden gebracht.	droogstoppel
81	81	De held van 't stuk wordt uit het water gehaald door iemand die op 't punt staat bankroet te maken.	droogstoppel
82	82	Dan geeft hy hem zyn halve vermogen.	droogstoppel
83	83	Dat kan niet waar zyn.	droogstoppel
84	84	Toen onlangs op de Prinsengracht myn hoed	droogstoppel
85	85	te-water	droogstoppel
86	86	woei--Frits zegt:	droogstoppel
87	87	_waaide_--heb ik den man die hem my terugbracht, een dubbeltje gegeven;	droogstoppel
88	88	en hy was tevreden.	droogstoppel
89	89	Ik weet wel dat ik iets meer had moeten geven als hy myzelf er uit gehaald had, maar zeker myn halve vermogen niet.	droogstoppel
90	90	't Is immers duidelyk dat men op die wys maar tweemaal in 't water hoeft te vallen om doodarm te wezen.	droogstoppel
91	91	Wat het ergste is by zulke vertooningen op het tooneel, het publiek gewent zich zÃ³Ã³	droogstoppel
92	92	aan al die onwaarheden, dat het ze mooi vindt en toejuicht.	droogstoppel
93	93	Ik had weleens lust zoo'n heel parterre in 't water te gooien, om te zien wie dat toe juichen gemeend had.	droogstoppel
94	94	Ik, die van waarheid houd, waarschuw ieder dat ik voor 't opvisschen van myn persoon geen zoo hoog bergloon betalen wil.	droogstoppel
95	95	Wie met minder niet tevreden is, mag me laten liggen.	droogstoppel
96	96	Alleen Zondags zou ik iets meer geven, omdat ik dan myn	droogstoppel
97	97	kantilje ketting	droogstoppel
98	98	draag, en een anderen rok.  	droogstoppel
99	99	Ja, dat tooneel bederft velen, meer nog dan de romans.	droogstoppel
100	100	Het is zoo aanschouwelyk!	droogstoppel
101	101	Met wat klatergoud en wat kant van uitgeslagen papier, ziet er dat alles zoo aanlokkelyk uit.	droogstoppel
102	102	Voor kinderen, meen ik, en voor menschen die niet in zaken zyn.	droogstoppel
103	103	Zelfs als die tooneelmenschen armoede willen voorstellen, is hun voorstelling altyd leugenachtig.	droogstoppel
104	104	Een meisje wier vader bankroet maakte, werkt om de familie te onderhouden.	droogstoppel
105	105	Heel goed.	droogstoppel
106	106	Daar zit ze dan te naaien, te breien of te borduren.	droogstoppel
107	107	Maar tel nu eens de steken die ze doet gedurende het heele bedryf.	droogstoppel
108	108	Ze praat, ze zucht, ze loopt naar 't venster, maar werken doet ze niet.	droogstoppel
109	109	De familie die van dezen arbeid leven kan, heeft weinig noodig.	droogstoppel
110	110	Zoo'n meisjen is natuurlyk de heldin.	droogstoppel
111	111	Ze heeft eenige verleiders de trappen afgeworpen, ze roept gedurig:	droogstoppel
112	112	"""o myne moeder, o, myne moeder!"" en stelt dus de deugd voor."	droogstoppel
113	113	Wat is dat voor een deugd, die een vol jaar noodig heeft voor een paar wollen kousen?	droogstoppel
114	114	"Geeft dit alles niet valsche denkbeelden van deugd, en ""_werken voor den kost?"	droogstoppel
115	115	"_"" Alles gekheid en leugens!  "	droogstoppel
116	116	Dan komt haar eerste minnaar--die vroeger klerk was aan 't kopieboek, maar nu schatryk--op-eens terug, en trouwt haar.	droogstoppel
117	117	Ook weer leugens.	droogstoppel
118	118	Wie geld heeft, trouwt geen meisjen uit een gefailleerd huis.	droogstoppel
119	119	En als ge meent, dat dit op het tooneel er dÃ³Ã³r kan als uitzondering, blyft toch myn aanmerking bestaan, dat men den zin voor waarheid bederft by het volk, dat de uitzondering als regel aanneemt, en dat men de publieke zedelykheid ondermynt, door het te gewennen iets toetejuichen op het _tooneel_, wat door elk fatsoenlyk makelaar of koopman voor een bespottelyke krankzinnigheid wordt gehouden in de _wereld_.	droogstoppel
120	120	Toen _ik_ trouwde, waren wy op 't kantoor van myn schoonvader--Last & Co--met ons dertienen, en er ging wat om!  	droogstoppel
121	121	En nog meer leugens op het tooneel.	droogstoppel
122	122	Als de held met zyn styven	droogstoppel
123	123	komediestap weggaat om 't verdrukte vaderland te redden	droogstoppel
124	124	, waarom gaat dan de dubbele achterdeur altyd vanzelf open?	droogstoppel
125	125	En verder, hoe kan de persoon die in verzen spreekt, voorzien wat de ander te antwoorden heeft, om hem 't rym gemakkelyk te maken?	droogstoppel
126	126	Als de veldheer tot de prinses Zegt:	droogstoppel
127	127	"""_mevrouw, het is te laat, de poorten zyn gesloten_"" hoe kan hy dan vooruit weten, dat zy zeggen wil:"	droogstoppel
128	128	"""_welaan dan, onversaagd, men doe het zwaard ontblooten?"	droogstoppel
129	129	"_"""	droogstoppel
130	130	Want als zy nu eens, hoorende dat de poort toe was, antwoordde dat ze dan wat wachten zou tot er geopend werd, of dat zy een andermaal eens terug zou komen, waar bleef dan maat en rym?	droogstoppel
131	131	Is het dus niet een pure leugen, als de veldheer de prinses vragend aanziet, om te weten wat ze doen wil na 't poortsluiten?	droogstoppel
132	132	Nog-eens: als 't mensch nu eens lust had gehad te gaan slapen, in plaats van iets te ontblooten?	droogstoppel
133	133	Alles leugens!  	droogstoppel
134	134	En dan die beloonde deugd!	droogstoppel
135	135	O, o, o!	droogstoppel
136	136	Ik ben sedert zeventien jaren makelaar in koffi--Lauriergracht, NÂ	droogstoppel
137	137	° 37--en heb dus al zoo-iets bygewoond, maar het stuit my altyd vreeselyk, als ik de goede lieve waarheid zÃ³Ã³ zie verdraaien.	droogstoppel
138	138	Beloonde deugd?	droogstoppel
139	139	Is 't niet om van de deugd een handelsartikel te maken?	droogstoppel
140	140	Het _is_ zoo niet in de wereld, en 't is _goed_ dat het niet zoo is.	droogstoppel
141	141	Want waar bleef de verdienste, als de deugd beloond werd?	droogstoppel
142	142	Waartoe dus die infame leugens altyd voorgewend?  	droogstoppel
143	143	Daar is by-voorbeeld	droogstoppel
144	144	Lukas, onze pakhuisknecht, die reeds by den vader van Last & Co heeft gewerkt--de firma was toen Last & Meyer, maar de Meyers zyn er lang uit	droogstoppel
145	145	--dÃ	droogstoppel
146	146	t was dan toch wel een deugdzaam man.	droogstoppel
147	147	Geen boon kwam er ooit te-kort, hy ging stipt naar de kerk, en drinken deed hy niet.	droogstoppel
148	148	Als myn schoonvader te Driebergen was, bewaarde hy het huis, en de kas, en alles.	droogstoppel
149	149	Eens heeft hy aan de Bank zeventien gulden te veel ontvangen, en, hy bracht ze terug.	droogstoppel
150	150	Hy is nu oud en jichtig, en kan niet meer dienen.	droogstoppel
151	151	Nu heeft hy niets, want er gaat veel by ons om, en we hebben jong volk noodig.	droogstoppel
152	152	Welnu, ik houd dien Lukas voor zeer deugdzaam, maar wordt hy nu beloond?	droogstoppel
153	153	Komt er een prins die hem diamanten geeft, of een fee die hem boterhammen smeert?	droogstoppel
154	154	Waarachtig niet!	droogstoppel
155	155	Hy is arm, en blyft arm, en dit moet ook zoo wezen.	droogstoppel
156	156	_	droogstoppel
157	157	Ik_ kan hem niet helpen--want we hebben jong volk noodig, omdat er zooveel by ons omgaat--maar al _kon_ ik, waar bleef zyn verdienste, als hy nu op zyn ouden dag een gemakkelyk leven leiden kon?	droogstoppel
158	158	Dan zouden alle pakhuisknechts wel deugdzaam worden, en iedereen, hetgeen Gods bedoeling niet wezen kan, omdat er dan geen byzondere belooning voor de braven overbleef hier-namaals.	droogstoppel
159	159	Maar op een tooneel verdraaien ze dat	droogstoppel
160	160	... alles leugens!  	droogstoppel
161	161	_	droogstoppel
162	162	Ik_ ben ook deugdzaam, maar vraag ik hiervoor belooning?	droogstoppel
163	163	Als myn zaken goed gaan--en dit doen ze--als myn vrouw en kinderen gezond zyn, zoodat ik geen gemaal heb met dokter en apteker	droogstoppel
164	164	...	droogstoppel
165	165	als ik jaar-in jaar-uit een sommetje kan ter-zy leggen voor den ouden dag ... als Frits knap opgroeit, om later in myn plaats te komen als ik naar Driebergen ga	droogstoppel
166	166	...	droogstoppel
167	167	zie, dan ben ik heel tevreden.	droogstoppel
168	168	Maar dit alles is een natuurlyk gevolg van de omstandigheden, en omdat ik op de zaken pas. Voor myn deugd eisch ik niets.  	droogstoppel
169	169	En dat ik toch deugdzaam bÃ¨n, blykt uit myn liefde voor de waarheid.	droogstoppel
170	170	Deze is, na myn gehechtheid aan het geloof, myn hoofdneiging.	droogstoppel
171	171	En ik wenschte dat ge hiervan overtuigd waart, lezer, omdat het de verontschuldiging is voor 't schryven van dit boek.  	droogstoppel
172	172	Een tweede neiging, die my even sterk als waarheidsliefde beheerscht, is de hartstocht voor myn vak.	droogstoppel
173	173	Ik ben namelyk makelaar in koffi, Lauriergracht NÂ° 37.	droogstoppel
174	174	Welnu, lezer, aan myn onkreukbare liefde voor de waarheid, en aan myn yver voor de zaken, hebt gy te danken dat deze bladen geschreven zyn.	droogstoppel
175	175	Ik zal u vertellen hoe dit is toegegaan.	droogstoppel
176	176	Daar ik nu voor 't oogenblik afscheid van u neem--ik moet naar de beurs--noodig ik u straks op een tweede hoofdstuk.	droogstoppel
177	177	Tot weerziens dus!  	droogstoppel
178	178	Eilieve, steek het by	droogstoppel
179	179	u	droogstoppel
180	180	...	droogstoppel
181	181	't is een kleine moeite ...	droogstoppel
182	182	het kan te-pas komen ...	droogstoppel
183	183	ei zie,	droogstoppel
184	184	daar is het:	droogstoppel
185	185	een adreskaartje!	droogstoppel
186	186	Die Co ben ik, sedert de _Meyers	droogstoppel
187	187	_ er uit zyn ...	droogstoppel
188	188	de oude Last is myn schoonvader.   	droogstoppel
189	189	_	droogstoppel
190	190	_	droogstoppel
191	191	_	droogstoppel
192	192	_	droogstoppel
193	193	_	droogstoppel
194	194	_	droogstoppel
195	195	_	droogstoppel
196	196	_	droogstoppel
197	197	_	droogstoppel
198	198	_	droogstoppel
199	199	_	droogstoppel
200	200	_	droogstoppel
201	201	_	droogstoppel
202	202	_	droogstoppel
203	203	_	droogstoppel
204	204	_	droogstoppel
205	205	_	droogstoppel
206	206	_	droogstoppel
207	207	_	droogstoppel
208	208	_	droogstoppel
209	209	_	droogstoppel
210	210	_	droogstoppel
211	211	_	droogstoppel
212	212	_	droogstoppel
213	213	_	droogstoppel
214	214	_	droogstoppel
215	215	_	droogstoppel
216	216	_	droogstoppel
217	217	_	droogstoppel
218	218	_	droogstoppel
219	219	_ | | | LAST & Co | | | | MAKELAARS IN KOFFI | | | | Lauriergracht, NÂ° 37	droogstoppel
220	220	| |_______________________________|     	droogstoppel
221	221	TWEEDE HOOFDSTUK   	droogstoppel
222	222	Het was slap op de beurs, maar de voorjaarsveiling zal 't wel goed maken.	droogstoppel
223	223	Denk niet dat er niets by ons omgaat.	droogstoppel
224	224	By Busselinck & Waterman is 't nog slapper.	droogstoppel
225	225	Een vreemde wereld!	droogstoppel
226	226	Men woont zoo iets by, als men zoo'n twintig jaren de beurs bezoekt.	droogstoppel
227	227	Verbeeld u dat ze daar getracht hebben--Busselinck & Waterman, meen ik--my Ludwig Stern aftenemen.	droogstoppel
228	228	Daar ik niet weet of gy aan de beurs bekend zyt, wil ik u even zeggen dat Stern een eerst huis is in koffi te Hamburg, dat altyd door Last & Co is bediend geworden.	droogstoppel
229	229	Heel toevallig kwam ik daar achter ...	droogstoppel
230	230	ik meen achter de knoeiery van Busselinck & Waterman.	droogstoppel
231	231	Zy zouden een kwart procent van de courtage laten vallen--onderkruipers zyn	droogstoppel
232	232	het, anders niet!--en zie nu eens wat ik gedaan heb om dien slag afteweren.	droogstoppel
233	233	Een ander in myn plaats had misschien aan Ludwig Stern geschreven dat hy ook wat zou laten vallen, dat hy hoopte op konsideratie om de langdurige diensten van Last & Co	droogstoppel
234	234	... ik heb uitgerekend dat de firma, sedert ruim vyftig jaren, vier ton aan Stern verdiend heeft.	droogstoppel
235	235	Die konnexie dateert van 't kontinentaal stelsel, toen wy dekoloniale waren insmokkelden van Helgoland.	droogstoppel
236	236	Ja, wie weet wat 'n ander al zoo zou geschreven hebben.	droogstoppel
237	237	Maar neen, onderkruipen doe ik niet.	droogstoppel
238	238	Ik ben naar _Polen	droogstoppel
239	239	_	droogstoppel
240	240	gegaan[2] liet me pen en papier geven, en schreef:  _	droogstoppel
241	241	Dat de groote uitbreiding die onze zaken den laatsten tyd genomen hadden, vooral door de vele geÃ«erde orders uit Noord-Duitschland_ ...  	droogstoppel
242	242	't Is de zuivere waarheid!  	droogstoppel
243	243	...	droogstoppel
244	244	_dat die uitbreiding eenige vermeerdering van ons personeel noodzakelyk maakte_.  	droogstoppel
245	245	't Is de waarheid!	droogstoppel
246	246	Gister-avend nog was de boekhouder na elven op 't kantoor, om zyn bril te zoeken.  	droogstoppel
247	247	_	droogstoppel
248	248	Dat vooral zich de behoefte deed gevoelen aan fatsoenlyke, welopgevoede jongelieden, voor de korrespondentie in het duitsch.	droogstoppel
249	249	Dat wel-is-waar veel duitsche jongelingen, in Amsterdam aanwezig, hiertoe de vereischte bekwaamheden bezaten, maar dat een huis dat zich respekteert	droogstoppel
250	250	_ ...  	droogstoppel
251	251	't Is de zuivere waarheid!  	droogstoppel
252	252	...	droogstoppel
253	253	_by de toenemende ligtzinnigheid en onzedelykheid onder de jeugd, by het dagelyks aangroeien van het getal fortuinzoekers, en met het oog op de noodzakelykheid om soliditeit van gedrag, hand-aan-hand te doen gaan met soliditeit in de uitvoering, van de gegeven orders	droogstoppel
254	254	_ ...  	droogstoppel
255	255	't Is	droogstoppel
256	256	, waarachtig, alles de zuivere waarheid!  	droogstoppel
257	257	...	droogstoppel
258	258	_dat zulk een huis_--ik bedoel Last & Co	droogstoppel
259	259	, makelaars in koffi, Lauriergracht NÂ	droogstoppel
260	260	°.	droogstoppel
261	261	37--_niet omzichtig genoeg wezen kon met het engageeren van sujetten_.  	droogstoppel
262	262	Dit alles is de zuivere waarheid, lezer!	droogstoppel
263	263	Weet ge wel, dat de jonge Duitscher, die op de beurs by pilaar 17 stond, weggeloopen is met de dochter van Busselinck & Waterman?	droogstoppel
264	264	Onze Marie wordt ook al dertien in September.  	droogstoppel
265	265	...	droogstoppel
266	266	_dat ik de eer had gehad	droogstoppel
267	267	van den heer Saffeler te vernemen	droogstoppel
268	268	_ --Saffeler reist voor Stern--_dat de geachte chef der firma, de heer Ludwig Stern, een zoon had, den heer Ernest Stern, die ter volmaking zyner kommercieele kennis, eenigen tyd in een hollandsch huis wenschte geÃ«mploieerd te zyn.	droogstoppel
269	269	Dat ik met het oog op_ ...  	droogstoppel
270	270	Hier herhaalde ik weer al die onzedelykheid, en vertelde de geschiedenis der dochter van Busselinck & Waterman.	droogstoppel
271	271	Niet om iemand zwart te maken ...	droogstoppel
272	272	neen, bekladden ligt nu juist heelemaal niet in myn manier!	droogstoppel
273	273	Maar ... het kan nooit kwaad dat ze 't weten, dunkt	droogstoppel
274	274	me.  ...	droogstoppel
275	275	_	droogstoppel
276	276	dat ik met het oog dÃ¡Ã¡rop, niets liever wenschte dan den heer Ernest Stern belast te zien met de duitsche korrespondentie van ons huis_.  	droogstoppel
277	277	Uit kiesheid vermeed ik alle toespeling op honorarium of salaris.	droogstoppel
278	278	Maar ik voegde er by:  _	droogstoppel
279	279	Dat, indien de heer Ernest Stern het verblyf ten onzen huize --Lauriergracht NÂ	droogstoppel
280	280	° 37--wilde voor lief nemen, myn vrouw zich bereid verklaarde als een moeder voor hem te zorgen, en dat zyn linnengoed in huis zou versteld worden_.  	droogstoppel
281	281	Dit is de zuivere waarheid, want Marie stopt en maast heel lief.	droogstoppel
282	282	En ten-slotte:  _	droogstoppel
283	283	Dat by ons de Heer gediend	droogstoppel
284	284	werd_.[3]  Die kan hy in zyn zak steken, want de Sterns zyn Luthersch.	droogstoppel
285	285	En ik verzond myn brief.	droogstoppel
286	286	Ge begrypt dat de oude Stern niet goedschiks by	droogstoppel
287	287	Busselinck & Waterman kan overgaan, als de jonge by ons aan 't kantoor is.	droogstoppel
288	288	Ik ben zeer benieuwd naar het antwoord.  	droogstoppel
289	289	Om nu terug te komen op myn boek.	droogstoppel
290	290	Voor eenigen tyd kom ik 's avends door de Kalverstraat, en bleef staan kyken naar den winkel van een kruienier, die zich bezighield met het sorteeren van een partytje _Java, ordinair, mooi-geel, Cheribonaard, iets gebroken, met veegsel_, dat me zeer interesseerde, want ik let altyd op alles.	droogstoppel
291	291	Daar viel my op-eenmaal een heer in 't oog, die daarnaast voor een boekwinkel stond en me bekend voorkwam.	droogstoppel
292	292	Hy scheen ook my te herkennen, want onze blikken ontmoetten elkander gedurig.	droogstoppel
293	293	Ik moet betuigen dat ik te verdiept was in 't veegsel, om terstond optemerken, wat ik namelyk later zag, dat hy vry kaal in de kleeren stak.	droogstoppel
294	294	Anders had ik de zaak daarby gelaten.	droogstoppel
295	295	Maar op-eens schoot my de gedachte in, dat hy misschien reiziger was van een duitsch huis, die een solieden makelaar zocht.	droogstoppel
296	296	Hy had dan ook wel iets van een Duitscher, en van een reiziger ook.	droogstoppel
297	297	Hy was zeer blond, had blauwe oogen, en in houding en kleeding iets dat den vreemdeling verraadde.	droogstoppel
298	298	"In-plaats van een behoorlyken winterjas, hing hem een soort van sjaal over den schouder--Frits zegt ""shawl"" maar dit doe ik niet--alsof hy zoo van de reis kwam."	droogstoppel
299	299	Ik meende een klant te zien, en gaf hem een adreskaartje:	droogstoppel
300	300	_Last & Co	droogstoppel
301	301	, makelaars in koffi, Lauriergracht NÂ	droogstoppel
302	302	° 37_.	droogstoppel
303	303	Hy hield het by de gasvlam, en zeide:	droogstoppel
304	304	"""ik dank u, maar ik heb me vergist."	droogstoppel
305	305	Ik dacht het genoegen te hebben een ouden schoolkameraad voor me te zien, maar ...	droogstoppel
306	306	_Last_?	droogstoppel
307	307	"Dit is de naam niet.""  "	droogstoppel
308	308	--Pardon, zei ik	droogstoppel
309	309	--want ik ben altyd beleefd--	droogstoppel
310	310	ik ben m'nheer Droogstoppel, Batavus Droogstoppel.	droogstoppel
311	311	_Last en Co_ is de firma, makelaars in koffi, Lauriergr ...  --Wel, Droogstoppel, kent ge my niet meer?	droogstoppel
312	312	Zie my eens goed aan.  	droogstoppel
313	313	Hoe meer ik hem aanzag, hoe meer	droogstoppel
314	314	ik	droogstoppel
315	315	my herinnerde hem meer gezien te hebben.	droogstoppel
316	316	Maar, zonderling, zyn gelaat deed my de uitwerking alsof ik vreemde parfumerien rook.	droogstoppel
317	317	Lach hier niet om, lezer, straks zult ge zien hoe dit kwam.	droogstoppel
318	318	Ik ben verzekerd dat hy geen drup reukwerk by zich droeg, en toch rook ik iets aangenaams, iets sterks, iets wat me herinnerde aan ...	droogstoppel
319	319	daar had ik het!  	droogstoppel
320	320	--Zyt	droogstoppel
321	321	gy het, riep ik, die my van den Griek hebt verlost?  	droogstoppel
322	322	--Wel zeker	droogstoppel
323	323	, zeide hy, dat was _ik_.	droogstoppel
324	324	En hoe gaat het _U_?  	droogstoppel
325	325	Ik vertelde dat we met ons dertienen op 't kantoor waren, en dat er zooveel by ons omging.	droogstoppel
326	326	En toen vroeg ik hoe het hÃ¨m ging, wat me later speet, want hy scheen niet in goede omstandigheden te verkeeren, en ik houd niet van arme menschen, omdat er gewoonlyk eigen schuld onder loopt, daar de Heer niet iemand verlaten zou, die hem trouw gediend had.	droogstoppel
327	327	"Had ik eenvoudig gezegd, ""we zyn met ons dertienen, en ... goeien avend verder!"" dan was ik van hem af geweest."	droogstoppel
328	328	Maar door dat vragen en antwoorden werd het hoe langer hoe moeielyker--Frits zegt:	droogstoppel
329	329	_hoe langs zoo_ moeielyker, maar dit doe ik niet--_hoe	droogstoppel
330	330	_	droogstoppel
331	331	moeielyker dus, om van hem verlost te worden.	droogstoppel
332	332	Aan den anderen kant moet ik ook weer erkennen dat ge dan dit boek niet hadt te lezen gekregen, want het is een gevolg van die ontmoeting.	droogstoppel
333	333	Ik houd er van, het goede optemerken, en wie dit niet doen, zyn ontevreden menschen die ik niet lyden kan.  	droogstoppel
334	334	Ja, ja, hy was het, die my uit de handen van den Griek had verlost!	droogstoppel
335	335	Denk nu niet dat ik ooit door zeeroovers ben genomen geweest, of dat ik twist heb gehad in den Levant.	droogstoppel
336	336	Ik heb u reeds gezegd dat _ik_ na myn trouwen, met myn vrouw naar den Haag ben gegaan.	droogstoppel
337	337	Daar hebben wy het Mauritshuis gezien, en flanel gekocht in de Veenestraat.	droogstoppel
338	338	Dit is het eenige uitstapje dat de zaken my ooit hebben veroorloofd, omdat er zooveel by ons omgaat.	droogstoppel
339	339	Neen, in Amsterdam zelf had hy om-mynentwil een Griek den neus aan 't bloeden geslagen.	droogstoppel
340	340	Want hy bemoeide zich altyd met dingen die hem niet aangingen.  	droogstoppel
341	341	Het was in drie of vier en dertig, geloof ik, en in September, want er was kermis te Amsterdam.	droogstoppel
342	342	Daar myn oude luÃ® van voornemen waren een predikant van my te maken, leerde ik latyn.	droogstoppel
