	sentences	label
71	Then her first lover, who was formerly a copying-clerk, but is now immensely rich, returns suddenly, and marries her. lies again.	droogstoppel
72	He who has money does not marry a bankrupt's daughter.	droogstoppel
73	You think that such a scene will do on the stage, as an exceptional case, but the audience will mistake the exception for the rule, and thus become demoralized by accustoming themselves to applaud on the stage, that which in the world every respectable broker or merchant considers to be ridiculous madness.	droogstoppel
74	When I was married, we were thirteen of us at the office of my father-in-law, Last and Co.,—and a good deal of business was done there, I can assure you.	droogstoppel
75	And now for more lies on the stage : When the hero walks away in a stiff, stage-like manner, to serve his native country, why does the back-door always open of itself ?	droogstoppel
76	And then this Virtue rewarded !	droogstoppel
77	—oh, oh !	droogstoppel
78	I have been these seventeen years a coffee-broker, at No. 37 Laurier Canal, and I have had a great deal of experience, but I am always much shocked when I see the dear, good truth so distorted.	droogstoppel
79	Rewarded Virtue, forsooth !	droogstoppel
80	just as if virtue was a trade commodity !	droogstoppel
81	It is not so in the world, and it is very good that it is not so, for where would be the real merit if virtue were always rewarded ?	droogstoppel
82	Why then always invent such shameful lies ?	droogstoppel
83	There is, for instance, Lucas, the warehouse-porter, who had been in the employ of Last and Co.'s father,—the firm was then Last and Meyer, but the Meyers are no longer in it,—he was really an honest man, in my opinion.	droogstoppel
84	Never was a single coffee-bean missing ; he went to church very punctually; and was a teetotaller.	droogstoppel
85	When my fatherin-law was at his country seat at Driebergen, this man kept the house, the cash, and everything.	droogstoppel
86	Once the bank paid him seventeen guilders too much, and he returned them.	droogstoppel
87	He is now too old and gouty to work, and therefore starves, for our large business transactions require young men.	droogstoppel
88	Well, this Lucas has been a very virtuous man—but is he rewarded ?	droogstoppel
89	Does a prince give him diamonds, or a fairy nice dinners ?	droogstoppel
90	Certainly not ; he is poor, and he remains poor, and that must be so.	droogstoppel
91	I cannot help him.	droogstoppel
92	We want active young men for our extensive business ; but if I could do anything for him, his merit would be rewarded in an easy Ufe, now that he is old.	droogstoppel
93	Then if all warehouse-porters, and everybody else became virtuous, all would be rewarded in this world, and there would remain no special reward for the good people hereafter.	droogstoppel
94	But on the stage they distort every thing—turn everything into lies.	droogstoppel
95	I too am virtuous, but do I ask a reward for that '?	droogstoppel
96	When my affairs go on well, as they generally do ; when my wife and children are healthy, so that I have nothing to do with doctors; when I can put aside every year a small sum for old age ; when Fred behaves well, that he may be able to take my place when I retire to my country seat near Driebergen,—then I am quite satisfied.	droogstoppel
97	But all this is only a natural consequence of circumstances, and because I attend to my business.	droogstoppel
98	I claim nothing for my virtue ; and that I am a virtuous man is evident from my love for truth, which is second only to my great in clination to my Faith—I should like to convince 'you of this, dear reader, because it is my excuse for writing this book.	droogstoppel
99	Another passion equally strong is my love of business.	droogstoppel
100	I am a coffee-broker, at No. 37 Laurier Canal.	droogstoppel
101	Well, reader, this book owes its existence to my inviolable love for truth, and my zeal for business.	droogstoppel
102	I will tell you how all this has happened.	droogstoppel
103	But as 1 must now leave you for some time, being obliged to go to the Exchange, I in vite you to a second chapter.	droogstoppel
104	Pray, take this with you ; it may be of service to you.	droogstoppel
105	"Look here,—my card,—I am the "" Co.,"" since the Meyers went out—old Last is my father-in-law :  "	droogstoppel
106	Last & Co., Coffee-Brokers No.	droogstoppel
107	37 Laurier Ganal.	droogstoppel
108	  Chapter II   	droogstoppel
109	Business is slack on the Coffee Exchange.	droogstoppel
110	The Spring Auction will make it right again.	droogstoppel
111	Don't suppose, how ever, that we have nothing to do.	droogstoppel
112	At Busselinck and Waterman's trade is slacker still.	droogstoppel
113	It is a strange world this : one gets a deal of experience by frequenting the Exchange for twenty years.	droogstoppel
114	Only fancy that they have tried—I mean Busselinck and Waterman—to do me out of the custom of Ludwig Stern.	droogstoppel
115	As I do not know whether you are familiar with the Exchange, I will tell you that Stern is an eminent coffee-merchant in Ham burg, who always employed Last and Co.	droogstoppel
116	Quite accidentallu I found that out—I mean that bungling business of Busselinck and Waterman.	droogstoppel
117	They had offered to re duce the brokerage by one-fourth per cent.	droogstoppel
118	They are low fellows—nothing else.	droogstoppel
119	And now look what I have done to stop them.	droogstoppel
120	"Any one in my place would perhaps have written to Ludwig Stern, "" that we too would diminish the brokerage, and that we hoped for consideration on account of the long services of Last and Co.""   I have calculated that our firm, during the last fifty years, has gained four hundred thousand guilders by Stern."	droogstoppel
121	Our connexion dates from the beginning of the continental system, when we smuggled Colonial produce and such like things from Heligoland.	droogstoppel
122	No, I won't reduce the brokerage.	droogstoppel
123	"I went to the Polen coffee-house, ordered pen and paper, and wrote :— "" That because of the many honoured commissions received "" from North Germany, our business transactions "" had been extended ""—[it is the simple truth]—"" and that "" this necessitated an augmentation of our staff""—[it is the truth : no more than yesterday evening our bookkeeper was in the office after eleven o'clock to look for his spectacles] ;—"" that, above all things, we were in great "" want of respectable, educated young men to conduct the "" German correspondence."	droogstoppel
124	"That, certainly, there were many "" young Germans in Amsterdam, who possessed the requisite "" qualifications, but that a respectable firm ""—[it is the very truth],—"" seeing the frivolity and immorality of "" young men, and the daily increasing number of adventurers "" and with an eye to the necessity of making correctness "" of conduct go hand in hand with correctness "" in the execution of orders ""—[it is the truth, observe, and nothing but the truth],—"" that such a firm — I mean "" Last and Co., coffee-brokers, 37 Laurier Canal — could "" not be anxious enough in engaging new hands."""	droogstoppel
125	All that is the simple truth, reader.	droogstoppel
126	Do you know   that the young German who always stood at the Exchange near the seventeenth pillar, has eloped with the daughter of Busselinck and Waterman ?	droogstoppel
127	Our Mary, like her, will be thirteen years old in September.	droogstoppel
128	""" That I had the honour to hear from Mr. Saffeler ""— [Saffeler travels for Stern]—"" that the honoured head of "" the firm, Ludwig Stern, had a son, Mr. Ernest Stern, "" who wished for employment for some time in a Dutch "" house."""	droogstoppel
129	""" That I, mindful of this ""—[here I referred again to the immorality of employes, and also to the history of that daughter of Busselinck and Waterman ; it won't do any harm to tell it],—"" that I, mindful of this, wished, with "" all my heart, to offer Mr. Ernest Stern the German "" correspondence of our firm."	droogstoppel
130	""" From delicacy I avoided all allusion to honorarium or salary ; yet I said : — "" That if Mr. Ernest Stern would like to stay with us, "" at 37 Laurier Canal, my wife would care for him as a "" mother, and have his linen mended in the house""— [that is the very truth, for Mary sews and knits very well],—and in conclusion I said, "" that we were a "" religious family."	droogstoppel
131	The last sentence may do good, for the Stems are Lutherans.	droogstoppel
132	I posted that letter.	droogstoppel
133	You understand that old Mr. Stern could not very well give his custom to Busselinck and Waterman, if his son were in our office.	droogstoppel
134	  I am very anxious for a reply.	droogstoppel
135	But to return to my book.	droogstoppel
136	"Some time ago I walked one evening through Kalver Street, and stopped looking into a shop where a grocer was diligently sorting a quantity of— "" Java middling, fine, yellow, Cheribon coffee, slightly damaged"" which interested me much, for I am very inquisitive."	droogstoppel
137	Suddenly I observed a gentleman standing next to me in front of a bookseller's shop, whom I thought I had seen before, though I endeavoured in vain to recollect him.	droogstoppel
138	He, too, seemed to recognise me ; for every moment we looked at one another.	droogstoppel
139	I must confess, that I really was too much interested in the adulterated coffee immediately to observe, what I saw afterwards, viz., that his clothes were very shabby; otherwise I should not have taken any notice of him ; but all of a sudden I thought, perhaps he is a commercial traveller for a German firm, which is in need of a trustworthy broker.	droogstoppel
140	He had rather a German face, and appeared something of a traveller too ; he was very fair, with blue eyes, and had something about him which made you think that he was a foreigner.	droogstoppel
141	Instead of a respectable winter-coat he wore a shawl or plaid, and looked as if he had just ended a long journey.	droogstoppel
142	"I thought I saw a customer, and gave him an address card, "" Last and Co., Coffee-brokers, 37 Laurier Canal."""	droogstoppel
143	"He took it, and holding it near the gaslight looked at it, and said,   "" I thank you, but I was mistaken ; I thought I had the pleasure of seeing an old school-fellow, but..."	droogstoppel
144	"Last... that is not the right name."""	droogstoppel
145	""" Excuse me,"" I said, for I am always polite, "" I am Mr. Drystubble—Batavus Drystubble; Last and Co. is the firm, coffee-brokers, at No. 37 Laurier Canal."""	droogstoppel
146	""" Well, Drystubble, don't you know me ?"	droogstoppel
147	Look me straight in the face.	droogstoppel
148	""" The more I looked him in the face, the more I remem bered having seen him before ; but, strange to say, his face made an impression on me as if I smelt foreign perfumes."	droogstoppel
149	Do not laugh at that, reader ; by and by you will see how that was.	droogstoppel
150	"I feel quite assured that he had not a drop of perfumery about him, and yet I smelt something very strong, something which reminded me of then I knew him ! """	droogstoppel
151	"Was it you,"" I said, "" who rescued me from the Greek ?"""	droogstoppel
152	""" To be sure,"" said he, "" and how are you ?"	droogstoppel
153	""" I told him that we were thirteen of us in our office, and that we had plenty to do, and then I asked him how he had got on, which I felt quite sorry for afterwards, for it appeared that his pecuniary circumstances were not pros perous, and I dislike poor people, because it is for the most part their own fault, as the Lord would not forsake a person who had served Him faithfully."	droogstoppel
154	"If I had only said, "" We are thirteen of us,"" and "" I wish you good night,"" then I should have got rid of him; but these    questions and replies made it every minute more difficult to shake him off."	droogstoppel
155	However, I must confess, that if I had shaken him off you would not have had this hook to read, for it owes its existence to that meeting !	droogstoppel
156	I like to look at the bright side of everything, and those who do not are discontented creatures : I can't bear them.	droogstoppel
157	Yes, yes, it was the same person who had rescued me out of the clutches of the Greek !	droogstoppel
158	Don't think, however, that I had been taken prisoner by pirates, or that I had had a brawl in the Levant.	droogstoppel
159	I have told you already that I went, after my marriage, with my wife to the Hague, where we saw the Museum, and bought flannel in Veene Street,—the only excursion that my extensive business at Amsterdam ever allowed me.	droogstoppel
160	No ; it was on my account that he gave a Greek a bloody nose, for always interfer ing with other people's business.	droogstoppel
161	It was in the year 1834 I think, and in September, the annual fair-time at Amsterdam.	droogstoppel
162	As my parents intended to make a clergy man of me, I learned Latin.	droogstoppel
163	"Afterwards, I often won dered why you must understand Latin to say in Dutch, "" God is good."""	droogstoppel
164	Enough, I went to the Latin school, now called the Gymnasium, and there was the fair,—in Am sterdam, I mean.	droogstoppel
165	On the Wester Market were booths ; and if you, reader, are an Amsterdammer, and about my age, you will remember that in one of them was a most beautiful girl with black eyes, dressed as a Greek] her father too was a Greek, or at least he had the appearance   of a Greek.	droogstoppel
166	They sold all sorts of perfumes.	droogstoppel
167	I was just old enough to think the girl very beautiful, without having the courage to speak to her.	droogstoppel
168	Such an attempt would have been fruitless ; for a girl of eighteen thinks a boy of six teen a child, and there she is quite right.	droogstoppel
169	Yet we school boys always went to the Wester Market to see that girl.	droogstoppel
170	Now, he who stood before me with the plaid was once with us, though some years younger than the rest, and therefore too childish to look at the Grecian girl ; but he was dux of our class,—for	droogstoppel
171	he was very clever, that I must confess,—and he was very fond of playing, romping, and fighting ; therefore he was with us.	droogstoppel
172	While we looked from a distance at the Grecian girl (I think we were ten of us), and deliberated how we should set about making acquaint ance with her, we made up our minds to put our money together to buy something.	droogstoppel
173	But then it was very difficult to know who should be so bold as to speak to the girl.	droogstoppel
174	Every one liked it, but nobody dared attempt it.	droogstoppel
175	We cast lots, and I was chosen.	droogstoppel
176	Now, I confess that I do not like to brave dangers ; I am a husband and a father, and think every one who braves danger to be a fool : this you may read in the Bible.	droogstoppel
177	It is a great satisfaction for me to find that I think about danger and suchlike things exactly as I did many years ago.	droogstoppel
178	I have still the same opinion as I had on that very evening when I stood close to the Greek's booth, with the twelve pence we had put together in my hand.	droogstoppel
179	But because of false shame, I dared   not say that I had not the courage to do it ; besides, I had to advance against my will, for my companions pushed me, and soon I was standing before the booth.	droogstoppel
180	I did not see the girl ; I saw nothing.	droogstoppel
181	All became green and yellow before my eyes...	droogstoppel
182	"I stammered out the First Aorist of I do not know which verb... """	droogstoppel
183	"Plait-il ?"" said she."	droogstoppel
184	"I recovered a little and continued, —"" Mrjviv detSe, &<a,"" and "" that Egypt was a present from the Nile."""	droogstoppel
185	... I feel quite sure that I should have made her acquaintance if one of my companions had not at that moment given me such a punch in the back that I stumbled with much violence against the booth.	droogstoppel
186	"I felt a grasp at my neck, a second one much lower, and before I had time to think about my position, I was inside the tent with the Greek, who told me in very intelligible French, that I was a ""gamin,"" and that he would call the "" police."""	droogstoppel
187	Now, I was very near the girl, but it gave me no pleasure at all.	droogstoppel
188	I cried, and prayed for mercy, for I was much afraid.	droogstoppel
189	But there was no help for it ; the Greek took hold of my arm, and kicked me.	droogstoppel
190	I looked for my comrades.	droogstoppel
191	We had just read that morning about Scsevola, who put his hand in the fire and in our Latin themes we thought it so fine and so elevated Pooh !	droogstoppel
192	nobody stayed to put his hand in the fire for me !!	droogstoppel
193	So I thought.	droogstoppel
194	But all of a sudden, our friend of the Plaid, or Shawlman, as we shall call him, rushed through the back entrance into the booth.	droogstoppel
195	He was then neither   tall nor strong, and only thirteen years old, but he was a brave and nimble little fellow.	droogstoppel
196	I still see the sparkling of his eyes ; he gave the Greek a blow with his fist, and I was saved.	droogstoppel
197	Afterwards I heard that the Greek drubbed him soundly, but as I have a steady principle never to meddle with other people's business, I ran away immedidiately	droogstoppel
198	and so I did not see it.	droogstoppel
199	That is the reason why his face reminded me so much of perfumes, and how easy it is in Amsterdam to quarrel with a Greek.	droogstoppel
200	Afterwards, whenever that man was with his booth on the Wester Market, I always went elsewhere to amuse myself.	droogstoppel
201	As I am very fond of philosophical observations, I must be allowed to remark how strangely all things hang to gether in this world.	droogstoppel
202	If the eyes of that girl had been lighter, if her tresses had been shorter, or the boys had not pushed me against the booth, you would not now be reading this book : therefore be thankful for all that hap pened.	droogstoppel
203	Believe me, everything in the world is good, as it is, and those discontented men who are always full of complaints are not my friends.	droogstoppel
204	There you have Busselinck and Waterman... ; but I must go on, for I have to finish my book before the great Spring Coffee Auction.	droogstoppel
205	To speak the truth —for I like truth—I felt it very unpleasant to meet that person again.	droogstoppel
206	I saw in a moment that he was not an acquaintance to be proud of.	droogstoppel
207	He looked very   pale, and when I asked him what o'clock it was, he didn't know !	droogstoppel
208	These things a man observes who has frequented the Exchange for twenty years or so, and transacted business there.	droogstoppel
209	I 've witnessed many a crash.	droogstoppel
210	I thought he would turn to the right, and therefore I went to the left ; but, lo, he too turned to the left, and so I was in for a conversation with him ; but I bore in mind that he did not know what o'clock it was, and perceived at the same time that his coat was buttoned up to his chin, which is a very bad sign, so I did not speak much.	droogstoppel
211	He told me that he had been in India, that he was married, and had children.	droogstoppel
212	All very well ; but this was not very interesting to me.	droogstoppel
213	At the Kapclsteeg, I never before went through that stceg?	droogstoppel
214	because it is not con sidered	droogstoppel
215	"respectable,—but this time I intended to turn to the right, and pass through the Kapelsteeg,—I waited till that little street was just behind us, to make him under stand that his way was straight on, and then I said very politely—for I am always polite : one never knows whether he may not afterwards want to use a person: "" I am very much pleased that I have seen you again, Sir,... and... and, good-bye..."	droogstoppel
216	"I have to go this way."""	droogstoppel
217	Then he looked like an idiot at me and sighed, and all of a sudden took hold of one of the buttons of my coat...	droogstoppel
218	","" said he, ""I have to ask you something."""	droogstoppel
219	  I trembled all over.	droogstoppel
220	He did not know what o'clock it was, and had to ask me something !	droogstoppel
221	"Of course I replied that "" I had no time to spare, and had to go to the Exchange,"" though it was evening;—but if you have frequented the Exchange for some twenty years...and a person asks you something without knowing what o'clock it is..."	droogstoppel
222	I disengaged the button, bade him farewell in a polite manner—for I am always polite—and went through tho Kapolstceg, which I otherwise never do, because it is not fashionable, and fashionableness I like above all things.	droogstoppel
223	I hope that nobody saw me.	droogstoppel
224	The following day, when I came home from the Exchange, Fred told me that somebody had called to speak to me.	droogstoppel
225	According to the description it was Shawlman.	droogstoppel
226	How could he have found me out	droogstoppel
227	oh, yes, I see, the card !	droogstoppel
228	This made me think of taking my children away from school, for it is very annoying to be troubled twenty or thirty years afterwards by a school-companion who wears a shawl instead of a coat, and who does not know what o'clock it is.	droogstoppel
229	I have also forbidden Fred to go to the Wester Market when there are booths.	droogstoppel
230	Next day I received a letter with a large parcel.	droogstoppel
231	I began at once to read : [I think he ought to have written ' Sir,' because I am a broker.]	droogstoppel
232	""" [that is true; we are thirteen of us in our office] [Should you not think that he would rather have given me a commission for the Spring Auction?"	droogstoppel
233	he had no shirt on his back ; this is what he calls somewhat !]	droogstoppel
234	[To make life agreeable ?	droogstoppel
235	education of children ?	droogstoppel
236	Do you think that he wishes to take a season ticket for his wife at the opera, and place his children in a gymnasium at Geneva ?	droogstoppel
237	It was autumn, and very cold, —he lived in a garret, and without fire.	droogstoppel
238	When I received that letter I was ignorant of this, but afterwards I went to him, and I am still angry at the foolish style of his letter.	droogstoppel
239	What the deuce!	droogstoppel
240	Whoever is poor may say it ; there must be poor people ; that is necessary in society.	droogstoppel
241	If he does not ask charity, if he annoys nobody, I don't care for his poverty, but disguising the matter is very improper.	droogstoppel
242	Now, let us see what more he has to say.][Pshaw !	droogstoppel
243	you know, reader, how I and all reasonable men think about that]	droogstoppel
244	[Exactly as we judge of the coffee, according to the reputation of the trade marks.]	droogstoppel
245	[There they are quite right][That is what he calls being encouraged !]	droogstoppel
246	— [I never heard that he had any business at all]	droogstoppel
247	[And he signed this with his name ; but I make a secret of that, because I do not like to bring discredit on any one.]	droogstoppel
248	  Dear reader, you can understand how foolish I looked in being made all at once a broker in verses.	droogstoppel
249	I am quite sure that if Shawlman—so I will continue to call him —had seen me by daylight, he would not have dared to ask me such a favour ; for respectability and dignity cannot be concealed ; but it was evening, and therefore I don't mind.	droogstoppel
250	Of course, I would have nothing to do with this non sense.	droogstoppel
251	I should have returned the parcel, but that I did not know where he lived, and I heard nothing of him.	droogstoppel
252	I thought that he was ill, or dead.	droogstoppel
253	Last week there was a party at the Rosemeyers, who are sugar-brokers.	droogstoppel
254	Fred went out for the first time with us ; he is sixteen, and I think it right that a young man at that age should see something of the world ; otherwise he will go to the Wester Market, or somewhere else.	droogstoppel
255	The girls had been playing on the piano and singing, and at dessert they teased each other about something that seemed to have happened in the front room while we played at ^hist in the back room—something in which Fred was concerned.  	droogstoppel
256	"My wife said that Fred should not go out again if he was so naughty ; she thought that he had pinched Louise, or something like that, which is not proper, and I, too, made preparations to say a few words about it,   when Louise said "" What then ?"""	droogstoppel
257	He had not pinched her ; he had been reciting, that was all.	droogstoppel
258	Of course the mistress of the house likes to have some fun at dessert,—it enlivens the company.	droogstoppel
259	Mrs. Rosemeyer thought that what had made Louise cry would amuse us too, and therefore asked Fred, who was as red as a turkey-cock, to repeat it	droogstoppel
260	"I could not understand what he had done; I knew his whole repertoire, which consisted of the "" Wedding-Party of the Gods,"" the books of the Old Testament in rhyme, and an episode from the "" Wedding of Camacho,"" which boys always like so much, because it is rather funny ; and what there was in all this that could make any one cry was a riddle to me ; it is true, a girl of that age weeps very soon."	droogstoppel
261	and Fred began.	droogstoppel
262	As I do not like to stretch the curiosity of the reader, I will here at once state, that before leaving home they had opened Shawlman's parcel, and Fred and Mary had picked out of it a piece of sentimentality, which afterwards gave me a great deal of trouble.	droogstoppel
263	This book owes its existence to that parcel, and in due time I will account for it quite becomingly ; for I like to make it known that I love truth, and am a good man of business. —	droogstoppel
264	[Last and Co., coffee-brokers, at No. 37 Laurier Canal.]	droogstoppel
265	Fred recited a thing full of nonsense.	droogstoppel
266	A young man wrote to his mother that he had been in love, and that   his sweetheart had married another—[there	droogstoppel
267	she was quite right I think]—yet that he nevertheless always loved his mother very much.	droogstoppel
268	Is that statement true or not ?	droogstoppel
269	Do you think so many words are wanted to say that ?	droogstoppel
270	At all events I had eaten a piece of bread and cheese, and nearly finished my second pear, before Fred finished his story.	droogstoppel
271	But Louise cried again, and the ladies said that it was very beautiful.	droogstoppel
272	Then Fred, who, I believe, thought he had brought out a masterpiece, told them that he found it in a parcel sent to my house by the man with the shawl ; and I explained to the gentlemen how that happened, but I said nothing about the Grecian girl, because Fred was present, neither did I speak of the Kapelsteeg.	droogstoppel
273	Every one thought that it was quite right on my part to get rid of that man.	droogstoppel
274	Presently you will see that there were other things in the parcel of more solid worth, some of which will appear in this book, because they concern the coffee-auctions of the Company.	droogstoppel
275	Afterwards, the -publisher asked me whether I would not add to the work the piece or poem which Fred had recited.	droogstoppel
276	I consented, but I wish it to be known that I am not responsible for the sentiments expressed.	droogstoppel
277	All stuff and nonsense.	droogstoppel
278	However, I withhold my observations from want of space.	droogstoppel
279	"I will only remark that the poem was written at "" Padang,"" in 1843, and that this is of inferior mark—I mean the Padang coffee   "	droogstoppel
280	[The translator ventures with great diffidence, for he knows how much beauty and tenderness have heen lost in the translation, to give an English version of the Poem.]	droogstoppel
281	   Chapter IV   Before I go on, I must tell you that young Mr. Stern has come ; he is a good fellow.	droogstoppel
282	"He seems to be active and clever, but I believe that he—as the Germans call it, "" Schwarmt."""	droogstoppel
283	Mary is thirteen.	droogstoppel
284	His outfit is very nice, and he has got a copybook, in which to practise the Dutch style.	droogstoppel
285	I wonder whether I shall soon receive an order from Ludwig Stern.	droogstoppel
286	Mary shall embroider a pair of slippers for him,—I mean to say for young Mr. Stern.	droogstoppel
287	Busselinck and Waterman have made a mistake, a respectable broker does not supplant, that 's what I say.	droogstoppel
288	The day after the party at the Rosemeyers, who are sugar-merchants, I called Fred, and ordered him to fetch Shawlman's parcel.	droogstoppel
289	You must know, reader, that I am very precise in my family as to Religion and Morality.	droogstoppel
290	Now then, yesterday evening, just when I was eating my first pear, I read in the face of one of the girls that there was something in a verse from the parcel that was not right.	droogstoppel
291	I myself had not listened, but I saw that Betsy crumbled her bread, and that was enough for me.	droogstoppel
292	You   will perceive, reader, that I am a man of the world.	droogstoppel
293	"I made Fred hand over to me "" the beautiful poem "" of yesterday evening, and very soon saw the line which caused Betsy to crumble her bread."	droogstoppel
294	They speak there of a child on the breast of its mother,—I say nothing of that ; but that I disapproved to speak about that, I mean, so did my wife.	droogstoppel
295	Mary is thirteen.	droogstoppel
296	"Of ""cabbage"" and such things we do not speak ; but to give all in this way its right name is not necessary, as I am a great lover of morality."	droogstoppel
